soul_6,"soul,death","man,flower,gun,death"
soul_7,"soul,arts","old-man,sing,music,guitar,passion"
soul_8,soul,"car,drive,road,free,nature,path"
soul_9,"soul,religion,faith","lord,buddha,tree,meditation"
soul_10,"soul,faith,life","boy,jump,river,free"
soul_11,"soul,life,inspiration,faith,purpose,success,hope","mountain,girl,nature"
soul_12,"soul,hope","girl,city,stand,evening"
soul_13,"soul,positive","mirror,girl,reflection,self,"
soul_14,soul,"introspection,body,girl"
truth_4,truth,"eye,eyes,true,real"
truth_5,truth,"hourglass,time,precious,sand"
truth_6,truth,"time,slips,waste,hand,sand"
truth_7,truth,"time,clock,hold,face,hide"
truth_8,truth,"time,clock,hour,old,ancient"
truth_9,truth,"hide,lie,mask,face"
truth_10,truth,"fake,real,joker,identity,reality,mask,illusion"
wisdom_11,wisdom,"path,way,walk,person,alone"
wisdom_12,wisdom,"path,walk,run,way,road"
wisdom_13,wisdom,"path,hope,light,sun,morning,success"
wisdom_14,wisdom,"walk,print,footprints,way,sand,desert,trace"
wisdom_1,wisdom,"failure,fail,drop,experience,life"
wisdom_2,wisdom,"success,learn,experience,try,again,do,mistake"
wisdom_3,wisdom,"sun,cloud,sunrise,day,morning,shine,nature,rays"
wisdom_4,wisdom,"clouds,beyond,above,day,cloud"
wisdom_5,wisdom,"door,chance,opportunity,open,construct,build"
writing_1,writing,"imagination,imagine,technology,innovation"
writing_2,writing,"cry,child,tears,sad"
