0,1,2
"humor,relationship,funny","I think the key indicator for wealth is not good grades, work ethic, or IQ. I believe it's relationships. Ask yourself two questions: How many people do I know, and how much ransom money could I get for each one?","['ethics', 'funny', 'grades', 'humor', 'iq', 'kidnap', 'kidnapping', 'money', 'people', 'ransom', 'relationships', 'school', 'wealth', 'work-ethic ']"
relationship,"Never marry at all, Dorian. Men marry because they are tired, women, because they are curious: both are disappointed.","['disappointment', 'dorian-gray', 'marriage', 'men', 'relationships', 'women ']"
relationship,"When you don't talk, there's a lot of stuff that ends up not getting said.","['relationships', 'talking ']"
"life,relationship","Even though you may want to move forward in your life, you may have one foot on the brakes. In order to be free, we must learn how to let go. Release the hurt. Release the fear. Refuse to entertain your old pain. The energy it takes to hang onto the past is holding you back from a new life. What is it you would let go of today?","['advice-for-daily-living', 'life', 'moving-on', 'relationships ']"
"love,happiness,relationship","People like to say love is unconditional, but it's not, and even if it was unconditional, it's still never free. There's always an expectation attached. They always want something in return. Like they want you to be happy or whatever and that makes you automatically responsible for their happiness because they won't be happy unless you are ... I just don't want that responsibility.","['happiness', 'love', 'relationships', 'responsibility', 'unconditional-love ']"
"love,relationship",I know enough to know that no woman should ever marry a man who hated his mother.,"['ernest-hemingway', 'feminism', 'hate', 'love', 'marriage', 'married-life', 'matrimony', 'men', 'mothers', 'psychology', 'relationships', 'sons', 'women ']"
relationship,"Cheating and lying aren't struggles, they're reasons to break up.","['cheating', 'infidelity', 'lying', 'relationships', 'struggles ']"
relationship,"For there to be betrayal, there would have to have been trust first.","['betrayal', 'katniss', 'peeta', 'relationships', 'the-hunger-games', 'trust ']"
relationship,"Every couple has ups and downs, every couple argues, and that’s the thing—you’re a couple, and couples can’t function without trust.","['couples', 'relationships ']"
relationship,Relationships dont always make sense. Especially from the outside,"['being-loved', 'compatibility', 'couples', 'relationships ']"
"love,relationship",He loved her for almost everything she was & she decided that was enough to let him stay for a very long time.,"['adoration', 'love', 'relationships', 'story-people ']"
"love,relationship","If a girl starts out all casual with a guy and she doesn't tell him that she wants a relationship, it will never become a relationship. If you give the guy the impression that casual is okay with you, that's all he'll ever want. Be straight with him from the start. If he gets scared and runs away, he wasn't right for you.","['dating-advice', 'love', 'relationships ']"
"life,relationship","Lots of things can be fixed. Things can be fixed. But many times, relationships between people cannot be fixed, because they should not be fixed. You're aboard a ship setting sail, and the other person has joined the inland circus, or is boarding a different ship, and you just can't be with each other anymore. Because you shouldn't be.","['breaking-up', 'fixing-things', 'life', 'life-and-living', 'living-life', 'moving-on', 'parting-ways', 'relationships', 'separation ']"
"love,relationship","To say that one waits a lifetime for his soulmate to come around is a paradox. People eventually get sick of waiting, take a chance on someone, and by the art of commitment become soulmates, which takes a lifetime to perfect.","['chances', 'commitment', 'courtship', 'dating', 'faithfulness', 'friendship', 'love', 'marriage', 'mates', 'patience', 'relationships', 'risk-taking', 'soulmates', 'waiting-for-true-love ']"
relationship,A dame that knows the ropes isn't likely to get tied up.,"['confidence', 'relationships', 'women ']"
"life,love,humor,relationship,funny","I can tell if two people are in love by how they hold each other’s hands, and how thick their sanitation gloves are.","['absurd', 'funny', 'funny-quotes', 'gloves', 'holding-hands', 'humor', 'humor-quotes', 'in-love', 'life', 'love', 'relationships', 'witty-quotes ']"
"love,humor,truth,wisdom,relationship,romance,funny","Those sweet lips. My, oh my, I could kiss those lips all night long.Good things come to those who wait.","['desire', 'funny', 'honesty', 'humor', 'humour', 'love', 'lust', 'passion', 'relationships', 'romance', 'sex', 'truth', 'wisdom', 'young', 'young-adult', 'young-adults', 'youth ']"
"humor,relationship,funny",You know what I like most about people? Pets.,"['affection', 'funny', 'humor', 'misanthrope', 'people', 'pet', 'pets', 'relationships ']"
"relationship,inspiration",Our wounds are often the openings into the best and most beautiful part of us.,"['healing', 'inspiration', 'pain', 'psychology', 'relationships', 'therapy ']"
relationship,Women cannot complain about men anymore until they start getting better taste in them.,"['men', 'relationships', 'women ']"
"love,relationship",I know my heart will never be the sameBut I'm telling myself I'll be okay,"['breakups', 'couples', 'heartbreak', 'love', 'relationships ']"
relationship,"What we wait around a lifetime for with one person, we can find in a moment with someone else.","['divorce', 'marrige', 'relationships ']"
relationship,I used to advertise my loyalty and I don't believe there is a single person I loved that I didn't eventually betray.,"['betrayal', 'loyalty', 'relationships ']"
"love,inspiration,relationship,poetry",I may not always be with you But when we're far apartRemember you will be with meRight inside my heart,"['family', 'friendship', 'inspirational', 'love', 'poetry', 'relationships ']"
"love,relationship","I care,""he said in a trembling voice. ""I care so much that I do not know how to tell you without it seeming inconsequential compared to how I feel. Even if I am distant at times and seem as if I do not want to be with you, it is only because this scares me, too.","['god-of-the-underworld', 'hades', 'henry', 'love', 'relationships ']"
"life,love,humor,relationship,funny","I told her I'd wait forever for her, but that was before I found somebody else who'd give me a ride home.","['forever', 'funny', 'home', 'humor', 'impatience', 'impatient', 'life', 'love', 'patience', 'people', 'relationships', 'ride ']"
"life,love,relationship,romance",Don't leave a piece of jewelry at his house so you can go back and get it later; he may be with his real girlfriend.,"['advice', 'affairs', 'dating', 'jewelry', 'life', 'love', 'men', 'relationships', 'romance', 'women ']"
relationship,We die to each other daily. What we know of other people is only our memory of the moments during which we knew them. And they have changed since then. To pretend that they and we are the same is a useful and convenient social convention which must sometimes be broken. We must also remember that at every meeting we are meeting a stranger.,['relationships ']
relationship,"Of course it hurt that we could never love each other in a physical way. We would have been far more happy if we had. But that was like the tides, the change of seasons--something immutable, an immovable destiny we could never alter. No matter how cleverly we might shelter it, our delicate friendship wasn't going to last forever. We were bound to reach a dead end. That was painfully clear.","['destiny', 'friendships', 'relationships ']"
"life,love,relationship",nothing in this world was more difficult than love.,"['life', 'love', 'reality', 'relationships ']"
"love,relationship,romance","We kiss all the time.""I clear my throat, then add, ""We just...do it in private.""""A smug expression crosses his face. ""I don't buy it for a second, 'cause if you were my girlfriend and a stud like me was livin' in your house, I'd kiss you in front of the guy every chance I got as a reminder.""""A reminder of w-w-what?""""That you were mine.","['boyfriend', 'couples', 'kiss', 'love', 'relationships', 'romance ']"
relationship,"Forgive the past. It is over. Learn from it and let go. People are constantly changing and growing. Do not cling to a limited, disconnected, negative image of a person in the past. See that person now. Your relationship is always alive and changing.","['relationships', 'spirituality ']"
relationship,"I think you are wrong to want a heart. It makes most people unhappy. If you only knew it, you are in luck not to have a heart.","['heartbreak', 'relationships ']"
relationship,Assumptions are the termites of relationships.,"['communication', 'relationships ']"
relationship,"You couldn't just pick and choose at will when someone depended on you, or loved you. It wasn't like a light switch, easy to turn on or off. If you were in, you were in. Out, you were out.","['complicated', 'loved', 'relationships ']"
"love,relationship",Moving on is easy. It's staying moved on that's trickier.,"['breaking-up', 'love', 'moving-on', 'relationships ']"
"life,inspiration,relationship",How would your life be different if…You walked away from gossip and verbal defamation? Let today be the day…You speak only the good you know of other people and encourage others to do the same.,"['encouragement', 'friends', 'gossip', 'inspirational', 'life', 'motivational', 'relationships ']"
"love,relationship,romance",Never rearrange your life in order to meet Mr. Darcy half way. If he couldn’t see your worth at the moment you met then he won’t two years later. May the halls of Pemberly be filled with his regrets and your life filled with thankfulness because of this revelation.,"['dating', 'dignity', 'feelings', 'gentleman', 'gentlemen', 'honor', 'hopeful', 'jane-austen', 'letting-go', 'love', 'men', 'moving-on', 'mr-darcy', 'pemberly', 'pride', 'pride-and-prejudice', 'rearranging-life', 'regret', 'rejected', 'rejection', 'relationships', 'romance', 'sacrifices', 'self-worth', 'seperation', 'single-life', 'single-woman', 'unrequited-love', 'waiting', 'wasted-time', 'women ']"
relationship,"We have to recognise that there cannot be relationships unless there is commitment, unless there is loyalty, unless there is love, patience, persistence.","['commitment', 'loyalty', 'relationships ']"
"truth,relationship","Seldom, very seldom, does complete truth belong to any human disclosure; seldom can it happen that something is not a little disguised or a little mistaken.","['deception', 'honesty', 'relationships', 'truth ']"
"relationship,funny",I like my relationships like I like my eggs. Over easy.,"['clever', 'eggs', 'funny', 'relationships', 'witty ']"
"humor,relationship,romance,funny","I used to date the lead singer of The Cranberries, but she cheated on me. Turns out she had some turkey on the side.","['cheating', 'cranberries', 'dating', 'funny', 'humor', 'music', 'relationships', 'romance', 'turkey', 'women ']"
"relationship,books","Books are a poor substitute for female companionship, but they are easier to find.","['books', 'relationships ']"
relationship,"You can measure the happiness of a marriage by the number of scars that each partner carries on their tongues, earned from years of biting back angry words.","['arguments', 'family', 'marriage', 'relationships ']"
"love,relationship",This is what happened in love. One of you cried a lot and then both of you grew sarcastic.,"['love', 'relationships', 'sarcasm ']"
"faith,relationship,purpose","There are no coincidences in life. What person that wandered in and out of your life was there for some purpose, even if they caused you harm. Sometimes, it doesn’t make sense the short periods of time we get with people, or the outcomes from their choices. However, if you turn it over to God he promises that you will see the big picture in the hereafter. Nothing is too small to be a mistake.","['abused', 'acceptance', 'acquaintances', 'beginnings', 'chance', 'children', 'church-members', 'cruelty', 'destinations', 'destiny', 'divorce', 'don-t-give-up', 'experience', 'experiences', 'faith', 'family', 'fate', 'friends', 'god-s-plan', 'grief', 'hold-on', 'hurt', 'ignored', 'journeys', 'life-lessons', 'loss-of-faith', 'loss-of-love', 'luck', 'marriage', 'meaning', 'meaning-of-life', 'men', 'never-give-up', 'no-coincidences', 'pain', 'purpose', 'random', 'rejection', 'relationships', 'sorrow', 'spouse', 'starting-over', 'strangers', 'timing', 'understanding', 'unrequited-love', 'women ']"
"life,love,humor,wisdom,relationship,funny","Patience and wisdom walk hand in hand, like two one-armed lovers.","['funny', 'holding-hands', 'humor', 'life', 'love', 'lovers', 'patience', 'relationships', 'walking', 'wisdom ']"
"love,life,humor,wisdom,truth,relationship,funny","A fit, healthy body—that is the best fashion statement","['beauty', 'body', 'body-image', 'culture', 'dance', 'dancer', 'desire', 'fashion', 'fitness', 'food', 'food-for-thought', 'friendship', 'funny', 'girl', 'health', 'healthy', 'hip-hop', 'honesty', 'humor', 'humour', 'imagination', 'individuality', 'life', 'love', 'lust-for-life', 'music', 'novel', 'passion', 'reality', 'relationships', 'self', 'sex', 'truth', 'wisdom', 'young', 'young-adult', 'young-adult-fiction', 'young-adult-literature', 'young-adult-novels', 'young-adults', 'youth ']"
relationship,When we face pain in relationships our first response is often to sever bonds rather than to maintain commitment.,['relationships ']
relationship,"only someone who is ready for everything, who doesn't exclude any experience, even the most incomprehensible, will live the relationship with another person as something alive and will himself sound the depths of his own being.","['experience', 'openness', 'relationships ']"
"humor,relationship",It's probably a bad indicator of your lifestyle when you miss your ex-boyfriend because he's absolutely lethal.,"['dating', 'humor', 'relationships', 'vampire ']"
"love,relationship",You’re just another story I can’t tell anymore.,"['break-ups', 'endings', 'forgetting-the-past', 'love', 'past', 'relationships ']"
"life,relationship",If you need something from somebody always give that person a way to hand it to you.,"['diplomacy', 'empowerment', 'life', 'relationships', 'subtlety ']"
"relationship,funny","Do you know what it means to come home at night to a woman who'll give you a little love, a little affection, a little tenderness? It means you're in the wrong house, that's what it means.","['funny', 'marriage', 'men', 'relationships', 'women ']"
"love,humor,wisdom,truth,relationship,romance,funny","I felt like an animal, and animals don’t know sin, do they?","['body', 'cool', 'desire', 'erotic', 'erotica', 'funny', 'girl', 'honesty', 'humor', 'humour', 'incest', 'love', 'lust', 'passion', 'relationships', 'romance', 'sex', 'sexuality', 'sister', 'taboo', 'truth', 'wisdom ']"
"love,happiness,relationship,success","I find the best way to love someone is not to change them, but instead, help them reveal the greatest version of themselves.","['be-yourself', 'change', 'choices', 'compassion', 'greatest-version', 'happiness', 'helping', 'love', 'relationships', 'success ']"
"love,relationship","If you spend your time hoping someone will suffer the consequences for what they did to your heart, then you're allowing them to hurt you a second time in your mind.","['anger', 'battles', 'betrayal', 'consequences', 'divorce', 'fights', 'hurt', 'judgement', 'justice', 'letting-go', 'love', 'low-self-esteem', 'moving-on', 'pain', 'relationships', 'revenge', 'self-worth', 'seperation', 'vindication ']"
"humor,relationship,funny",I've often wondered what makes a relationship last. I guess the best answer is it's the one right after the next to the last one.,"['answer', 'best', 'funny', 'humor', 'relationships', 'wonder ']"
"love,relationship,positive",Sometimes it takes a heartbreak to shake us awake & help us see we are worth so much more than we're settling for.,"['breakups', 'dating', 'heartbreak', 'holding-out-for-the-best', 'letting-go', 'love', 'moving-on', 'not-settling', 'positive-thinking', 'relationships', 'settling', 'the-single-woman ']"
"relationship,poetry",you can take this mouththis wound you wantbut you can't kissand make itbetter.,"['marriage', 'passion', 'poetry', 'relationships', 'sex ']"
"life,inspiration,relationship","When you hold a grudge, you want someone else’s sorrow to reflect your level of hurt but the two rarely meet.","['grudges', 'hurt', 'inspirational', 'life', 'relationships', 'sorry ']"
"life,love,relationship","He knew one of the women well, and had shared his universe with her. They had seen the same mountains, and the same trees, although each of them had seem them differently. She knew his weaknesses, his moments of hatred, of despair. Yet she was there at his side. They shared the same universe.","['life', 'love', 'relationships ']"
"love,relationship,funny","My girlfriend bought me a collared shirt for my birthday, mainly so I don’t get too far ahead of her when she takes me for a walk.","['animals', 'birthday', 'dog', 'dogs', 'funny', 'girlfriend', 'love', 'pet', 'pets', 'relationships', 'walk ']"
"love,humor,relationship,romance","Statistically speaking, there is a 65 percent chance that the love of your life is having an affair. Be very suspicious.","['adultery', 'humor', 'infidelity', 'love', 'relationships', 'romance', 'statistics', 'suspicion ']"
"love,life,death,relationship","Six hundred and forty fish later, the only thing I know is everything you love will die. The first time you meet someone special, you can count on them one day being dead and in the ground.","['death', 'life', 'love', 'relationships ']"
"love,relationship,funny",Failed relationships can be described as so much wasted make-up.,"['funny', 'humour', 'love', 'relationships', 'women ']"
"life,love,humor,wisdom,truth,relationship,romance,funny,books","V-Day…if you need this one day in a year to show everyone else you truly care for “your loved one” I think it’s quite stupid. I hate this commercialism. It’s all artificial, and has nothing to do with real love.","['body', 'books', 'cool', 'culture', 'desire', 'emotion', 'friendship', 'funny', 'girl', 'honesty', 'humor', 'humour', 'imagination', 'individuality', 'life', 'love', 'music', 'novel', 'passion', 'reality', 'relationships', 'romance', 'self', 'sex', 'technology', 'truth', 'wisdom', 'young', 'youth ']"
"love,relationship","That's when I finally got it. I finally understood. It wasn't the thought that counted. It was the actual execution that mattered, the showing up for somebody. The intent behind it wasn't enough. Not for me. Not anymore. It wasn't enough to know that deep down, he loved me. You had to actually say it to somebody, show them you cared. And he just didn't. Not enough.","['dependability', 'love', 'lovers', 'relationships ']"
relationship,"And then the line was quite but not dead. I almost felt like he was there in my room with me, but in a way it was better, like I was not in my room and he was not in his, but instead we were together in some invisible and tenuous third space that could only be visited on the phone.","['john-green', 'relationships', 'the-fault-in-our-stars ']"
"philosophy,happiness,god,relationship,religion","It takes three to make love, not two: you, your spouse, and God. Without God people only succeed in bringing out the worst in one another. Lovers who have nothing else to do but love each other soon find there is nothing else. Without a central loyalty life is unfinished.","['catholicism', 'christianity', 'church', 'expectations', 'god', 'happiness', 'lovers', 'marriage', 'philosophy', 'relationship-with-god', 'relationships', 'religion', 'spirituality', 'unhappy-marriage ']"
"love,relationship","There are so many things that demand to be said. Where did you go? Do you ever think about me? You've ruined me. Are you okay? But of course, I can't say any of that.","['love', 'relationships', 'thoughts ']"
"love,relationship","misgivings, n.Last night, I got up the courage to ask you if you regretted us. ""There are things I miss,""you said. ""But if I didn't have you, I'd miss more.","['couples', 'definition', 'love', 'relationships ']"
"love,relationship","Love doesn't mean anything if you're not willing to make a commitment, and you have to think not only about what you want, but about what he wants. Not just now, but in the future.","['love', 'relationships ']"
"love,relationship","Can officially confirm that the way to a man's heart these days is not through beauty, food, sex, or alluringness of character, but merely the ability to seem not very interested in him.","['love', 'men', 'relationships ']"
"life,relationship",Most everything you think you know about me is nothing more than memories.,"['life', 'memory', 'relationships ']"
"life,love,humor,relationship","If you were to ask me the best time of day to fall in love, I'd say, ""Now.""But you'd also have to remember to factor in the fact that my watch is eleven minutes fast.","['absurd', 'ask', 'fact', 'factor', 'fall-in-love', 'funny', 'humor', 'life', 'love', 'minutes', 'moment', 'now', 'question', 'relationships', 'time', 'watch ']"
relationship,"Mocking a woman is like drinking too much wine. It may be fun for a short time, but the hangover is hell.","['relationships', 'women ']"
"love,relationship,positive","A busy, vibrant, goal-oriented woman is so much more attractive than a woman who waits around for a man to validate her existence.","['being-single', 'dating', 'goals', 'hard-to-get', 'holding-out-for-the-best', 'love', 'loving-yourself', 'not-settling', 'playing-hard-to-get', 'positive-thinking', 'relationships', 'single', 'single-life', 'single-woman', 'singleness', 'standards', 'the-single-woman', 'validation ']"
"love,relationship","Through my love for you, I want to express my love for the whole cosmos, the whole of humanity, and all beings. By living with you, I want to learn to love everyone and all species. If I succeed in loving you, I will be able to love everyone and all species on Earth... This is the real message of love.","['love', 'meditation', 'relationships ']"
"life,humor,relationship,funny","The only gift I have to give, is the ability to receive. If giving is a gift, and it surely is, then my gift to you is to allow you to give to me.","['ability', 'funny', 'gift', 'giving', 'greed', 'greedy', 'humor', 'instaquote', 'life', 'lit-on-literature', 'logic', 'receive', 'relationships', 'selfish', 'selfishness', 'surreal', 'twisted-logic', 'word-junkies ']"
"love,relationship","Don't worry about hurting me, if that's what you're afraid of. I want to get hurt. At least I´ll feel something for a change.","['hurting', 'love', 'relationships ']"
"love,life,death,relationship",I’m willing to die for the woman I love. I just want to take 75 years to do it.,"['age', 'aging', 'death', 'die', 'life', 'lifespan', 'love', 'old-age', 'relationships', 'woman', 'women ']"
"inspiration,relationship","The best relationships in our lives are the best not because they have been the happiest ones, they are that way because they have stayed strong through the most tormentful of storms.","['healing', 'inspirational', 'relationships', 'self-help ']"
"life,love,humor,relationship,funny",Don’t try to hog loneliness and keep it all to yourself. Share it with a special someone.,"['absurd', 'alone', 'bizarre', 'funny', 'hog', 'humor', 'keep', 'life', 'lone', 'loneliness', 'lonely', 'lonesome', 'love', 'odd', 'relationships', 'selfish', 'selfishness', 'share', 'sharing', 'special', 'strange', 'try', 'weird', 'word-junkies ']"
"inspiration,relationship",I have no right to say or do anything that diminishes a man in his own eyes. What matters is not what I think of him but what he thinks of himself. Hurting a man in his dignity is a crime.,"['inspirational', 'relationships', 'self-worth ']"
"love,relationship","When God knows you're ready for the responsibility of commitment, He'll reveal the right person under the right circumstances.","['love', 'relationships ']"
"love,relationship","Sometimes the best and worst times of your life can coincide. It is a talent of the soul to discover the joy in pain—-thinking of moments you long for, and knowing you’ll never have them again. The beautiful ghosts of our past haunt us, and yet we still can’t decide if the pain they caused us out weighs the tender moments when they touched our soul. This is the irony of love.","['bad-timing', 'betrayal', 'blind-sighted', 'boyfriend', 'chemistry', 'choices', 'connections', 'decisions', 'destiny', 'dismissed', 'divorce', 'exboyfriend', 'exgirlfriend', 'experiences', 'fate', 'ghosts', 'girlfriend', 'haunted', 'illness', 'in-love', 'irony-of-life', 'kindred-spirits', 'life-experiences', 'life-lessons', 'love', 'marriage', 'mistakes', 'misunderstanding', 'misunderstood', 'pain', 'past-choices', 'past-mistakes', 'rejection', 'relationships', 'similar', 'soul-connections', 'souls', 'spouse', 'stories', 'the-past', 'timing', 'unrequited-love ']"
relationship,You Can't Lose Something You Never Had,['relationships ']
relationship,"When you struggle with your partner, you are struggling with yourself. Every fault you see in them touches a denied weakness in yourself.","['relationships', 'struggle', 'weaknesses ']"
"love,relationship",You know someone's right for you when the things they don't have to say are even more important than the things they do.,"['love', 'relationships ']"
"love,life,relationship,inspiration",Unrequited love is the infinite curse of a lonely heart.,"['christina-westover', 'inspiration', 'life', 'lily-sauvage', 'love', 'muse', 'past-relationships', 'relationships', 'unrequited-love ']"
"death,relationship","Relationships take up energy; letting go of them, psychiatrists theorize, entails mental work. When you lose someone you were close to, you have to reassess your picture of the world and your place in it. The more your identity was wrapped up with the deceased, the more difficult the loss.","['death', 'grief', 'identity', 'loss', 'mourning', 'relationships ']"
relationship,"We all take different paths in life, but no matter where we go, we take a little of each other everyhwere.","['leaving', 'relationships', 'separation ']"
"life,love,humor,relationship,funny","Stairs, are they going up or are they going down? They’re so confusing! If love were a physical thing, it would be stairs.","['architecture', 'confusing', 'confusion', 'down', 'funny', 'humor', 'life', 'lit-on-literature', 'love', 'perspective', 'physical', 'relationships', 'stair', 'staircase', 'stairs', 'up', 'viewpoint', 'word-junkies', 'world ']"
"love,relationship","I won't telephone him. I'll never telephone him again as long as I live. He'll rot in hell, before I'll call him up. You don't have to give me strength, God; I have it myself. If he wanted me, he could get me. He knows where I am. He knows I'm waiting here. He's so sure of me, so sure. I wonder why they hate you, as soon as they are sure of you.","['calling', 'love', 'men', 'relationships ']"
"love,truth,relationship",The most important thing in communication is hearing what isn't being said. The art of reading between the lines is a life long quest of the wise.,"['benefit-of-the-doubt', 'betrayal', 'blaming', 'boyfriends', 'breakups', 'communication', 'conflict', 'cruelty', 'fights', 'forgiving', 'games', 'girlfriends', 'hearing', 'hypocrisy', 'insecure', 'insecurity', 'jealous-women', 'judging', 'knowing', 'lack-of-communication', 'lies', 'listening', 'love', 'love-one-another', 'marriage', 'misunderstanding', 'need-to-be-right', 'not-knowing', 'perception', 'perspective', 'relationships', 'revenge', 'self-rightesous', 'sisters', 'truth', 'understanding', 'vengeance ']"
"love,relationship,romance","You know that when I hate you, it is because I love you to a point of passion that unhinges my soul.","['heartache', 'love', 'passion', 'relationships', 'romance ']"
relationship,Trust is the fruit of a relationship in which you know you are loved.,"['relationships', 'trust ']"
"life,humor,relationship,romance,funny","I would pour you a glass of wine, but wouldn’t it be more romantic if you sipped it out of my armpit?","['absurd', 'alcohol', 'arm', 'armpit', 'drink', 'drinking', 'foreplay', 'funny', 'glass', 'humor', 'life', 'lit-on-literature', 'nonsense', 'pour', 'provocative', 'relationships', 'romance', 'romantic', 'sip', 'sipped', 'wine', 'word-junkies ']"
"love,relationship",I just...I just miss him. And I hate being so alone.,"['katniss', 'love', 'missing-you', 'peeta', 'relationships', 'the-hunger-games ']"
"love,life,humor,relationship,romance,funny","I don’t want to make love last, I want to make love second to last. The last thing we’ll do is cuddle.","['clever', 'cuddle', 'cuddling', 'desire', 'funny', 'humor', 'last', 'life', 'lit-on-literature', 'love', 'relationships', 'romance', 'romantic', 'second', 'snuggle', 'snuggling', 'want', 'word-junkies ']"
"life,love,humor,truth,relationship",Between hello and goodbye is I love you.,"['goodbye', 'hello', 'humor', 'life', 'lit-on-literature', 'love', 'relationships', 'truth', 'word-junkies ']"
relationship,"When what you hear and what you see don't match, trust your eyes.","['philosophy-of-life', 'relationships ']"
"life,poetry,relationship,writing","I want to create a seventeen-syllable word that encompasses the human condition, and then use that word to form the world’s most perfect haiku.","['haiku', 'humanity', 'life', 'perfection', 'poetry', 'relationships', 'words', 'writing ']"
