0,1,2
happiness,"Happiness is the meaning and the purpose of life, the whole aim and end of human existence.",['happiness ']
"life,inspiration,happiness","There is some kind of a sweet innocence in being human- in not having to be just happy or just sad- in the nature of being able to be both broken and whole, at the same time.","['being-human', 'happiness', 'human', 'human-nature', 'humanism', 'humanity', 'inspirational', 'inspirational-quotes', 'inspiring', 'life', 'life-and-living', 'living', 'sadness ']"
happiness,With mirth and laughter let old wrinkles come.,"['birthday', 'happiness', 'laughter', 'shakespeare ']"
happiness,"I am the happiest creature in the world. Perhaps other people have said so before, but not one with such justice. I am happier even than Jane; she only smiles, I laugh.","['happiness', 'laughter', 'smiles ']"
happiness,"Actual happiness always looks pretty squalid in comparison with the overcompensations for misery. And, of course, stability isn't nearly so spectacular as instability. And being contented has none of the glamour of a good fight against misfortune, none of the picturesqueness of a struggle with temptation, or a fatal overthrow by passion or doubt. Happiness is never grand.",['happiness ']
happiness,"Those who are not looking for happiness are the most likely to find it, because those who are searching forget that the surest way to be happy is to seek happiness for others.",['happiness ']
happiness,"The secret of happiness is freedom, the secret of freedom is courage.","['courage', 'freedom', 'happiness ']"
"love,happiness","Happily ever after, or even just together ever after, is not cheesy,” Wren said. “It’s the noblest, like, the most courageous thing two people can shoot for.","['happiness', 'happy-endings', 'love ']"
happiness,"I do not miss childhood, but I miss the way I took pleasure in small things, even as greater things crumbled. I could not control the world I was in, could not walk away from things or people or moments that hurt, but I took joy in the things that made me happy.","['childhood', 'happiness ']"
happiness,It is the very mark of the spirit of rebellion to crave for happiness in this life,['happiness ']
"life,inspiration,happiness,success","There is nothing more rare, nor more beautiful, than a woman being unapologetically herself; comfortable in her perfect imperfection. To me, that is the true essence of beauty.","['be-yourself', 'beauty', 'body-image', 'comfortable', 'happiness', 'imperfection', 'inspirational', 'life', 'rare', 'success', 'women ']"
"happiness,success","When you do what you fear most, then you can do anything.","['abundance-creation', 'author-stephen-richards', 'believe', 'cosmic-ordering', 'fear', 'focus', 'goal-setting', 'happiness', 'law-of-attraction', 'life-changing', 'manifestation', 'manifesting', 'millionaire-mindset', 'mind-body-spirit', 'mind-power', 'new-age', 'new-thought', 'opportunity', 'positive-thoughts', 'positivity', 'self-belief', 'self-growth', 'self-help', 'self-motivation', 'self-realization', 'spirituality', 'stephen-richards', 'success', 'synchronicity', 'visualization', 'wealth-creation ']"
"life,happiness",You will never be happy if you continue to search for what happiness consists of. You will never live if you are looking for the meaning of life.,"['Happiness', 'Looking', 'Happy']"
"happiness,inspiration","True happiness is to enjoy the present, without anxious dependence upon the future, not to amuse ourselves with either hopes or fears but to rest satisfied with what we have, which is sufficient, for he that is so wants nothing. The greatest blessings of mankind are within us and within our reach. A wise man is content with his lot, whatever it may be, without wishing for what he has not.","['attitude', 'gratitude', 'happiness', 'inspirational-quotes', 'satisfaction ']"
"life,happiness,books","A quiet secluded life in the country, with the possibility of being useful to people to whom it is easy to do good, and who are not accustomed to have it done to them; then work which one hopes may be of some use; then rest, nature, books, music, love for one's neighbor — such is my idea of happiness.","['books', 'conduct-of-life', 'contentment', 'country', 'happiness', 'life', 'music', 'nature', 'neighborliness', 'rest', 'usefulness', 'work ']"
happiness,"I'm choosing happiness over suffering, I know I am. I'm making space for the unknown future to fill up my life with yet-to-come surprises.","['future', 'happiness', 'space ']"
happiness,Whoever is happy will make others happy.,['happiness ']
happiness,There are two ways to get enough. One is to continue to accumulate more and more. The other is to desire less.,"['happiness', 'satisfaction', 'serenity ']"
happiness,I think happiness is what makes you pretty. Period. Happy people are beautiful. They become like a mirror and they reflect that happiness.,"['beauty', 'happiness ']"
"inspiration,happiness",A mathematical formula for happiness:Reality divided by Expectations.There were two ways to be happy:improve your reality or lower your expectations.,"['advice', 'happiness', 'inspirational', 'mathematical ']"
"life,love,happiness,hope,success","Keep your best wishes, close to your heart and watch what happens","['abundance', 'balance', 'better', 'book', 'change', 'empowerment', 'expression', 'freedom', 'fulfillment', 'fun', 'greater', 'happiness', 'health', 'help', 'hope', 'improvement', 'joy', 'life', 'love', 'meditation', 'money', 'more', 'peace', 'perfect', 'power', 'relaxation', 'self', 'self-expression', 'self-help-book', 'self-improvement-book', 'self-realization', 'success', 'wealth', 'your ']"
happiness,"This planet has - or rather had - a problem, which was this: most of the people living on it were unhappy for pretty much of the time. Many solutions were suggested for this problem, but most of these were largely concerned with the movement of small green pieces of paper, which was odd because on the whole it wasn't the small green pieces of paper that were unhappy.","['happiness', 'money ']"
"inspiration,happiness","With all its sham, drudgery, and broken dreams,it is still a beautiful world.Be cheerful.Strive to be happy.","['happiness', 'inspirational', 'philosophical ']"
"love,happiness","After all, what is happiness? Love, they tell me. But love doesn't bring and never has brought happiness. On the contrary, it's a constant state of anxiety, a battlefield; it's sleepless nights, asking ourselves all the time if we're doing the right thing. Real love is composed of ecstasy and agony.","['anxiety', 'happiness', 'love', 'torment ']"
happiness,"I have no faith in human perfectibility. I think that human exertion will have no appreciable effect upon humanity. Man is now only more active - not more happy - nor more wise, than he was 6000 years ago.","['happiness', 'human-nature', 'humanity', 'perfection', 'time ']"
happiness,"I, not events, have the power to make me happy or unhappy today. I can choose which it shall be. Yesterday is dead, tomorrow hasn't arrived yet. I have just one day, today, and I'm going to be happy in it.","['carpe-diem', 'happiness', 'live-in-the-moment', 'self-determination ']"
"life,happiness","Sadness gives depth. Happiness gives height. Sadness gives roots. Happiness gives branches. Happiness is like a tree going into the sky, and sadness is like the roots going down into the womb of the earth. Both are needed, and the higher a tree goes, the deeper it goes, simultaneously. The bigger the tree, the bigger will be its roots. In fact, it is always in proportion. That's its balance.","['happiness', 'life', 'sadness ']"
happiness,"Children are happy because they don't have a file in their minds called ""All the Things That Could Go Wrong.",['happiness ']
"love,life,inspiration,happiness","I will not try to convince you to love me, to respect me, to commit to me. I deserve better than that; I AM BETTER THAN THAT...Goodbye.","['breakup', 'commit', 'deserve', 'goodbye', 'happiness', 'inspirational', 'life', 'love', 'motivational', 'relationship', 'respect ']"
"life,happiness",Happiness is not a goal...it's a by-product of a life well lived.,"['contentment', 'goals', 'happiness', 'life', 'satisfaction ']"
happiness,"The greater part of our happiness or misery depends upon our dispositions, and not upon our circumstances.","['attitude', 'circumstances', 'contentment', 'happiness ']"
"life,love,wisdom,happiness","Don’t sacrifice yourself too much, because if you sacrifice too much there’s nothing else you can give and nobody will care for you.","['altruism', 'care', 'caring', 'designer', 'ego', 'happiness', 'life', 'love', 'nobody', 'self-love', 'self-sacrifice', 'selfish', 'wisdom ']"
"life,love,wisdom,happiness,poetry","She is free in her wildness, she is a wanderess, a drop of free water. She knows nothing of borders and cares nothing for rules or customs. 'Time' for her isn’t something to fight against. Her life flows clean, with passion, like fresh water.","['adventuress', 'aesthete', 'allegory', 'ambition', 'beautiful', 'bravery', 'children', 'compass', 'courage', 'daring', 'desire', 'direction', 'dreams', 'drive', 'empowerment', 'enjoying', 'exile', 'expatriate', 'female', 'female-beauty', 'female-characters', 'female-empowerment', 'female-hero', 'female-liberation', 'females', 'feminine', 'femininity', 'feminism', 'femme', 'filles', 'first-love', 'freedom', 'gentle', 'girl', 'girl-power', 'girl-quotes', 'girls', 'goal', 'goals', 'happiness', 'hearts', 'hiding', 'imagination', 'inspire', 'jeune-fille', 'kid', 'kiss', 'life', 'life-philosophy', 'literature', 'living', 'love', 'loving', 'map', 'memory', 'motivation', 'passion', 'passionate', 'payne', 'poetess', 'poetry', 'power', 'pretty', 'risk', 'roaming', 'roman', 'roman-payne', 'romantic', 'running', 'sacred', 'secretive', 'seductive', 'sensual', 'strength', 'surrender', 'sweet', 'the-wanderess', 'time', 'travel', 'wander', 'wanderer', 'wanderess', 'wandering', 'wanderlust', 'wayfaring', 'wildness', 'wisdom', 'woman', 'woman-s-character', 'woman-s-strength', 'womanhood', 'women', 'women-s-inspirational', 'women-s-liberation', 'women-s-strength', 'young-love ']"
happiness,That's the difference between me and the rest of the world! Happiness isn't good enough for me! I demand euphoria!,"['ecstasy', 'happiness ']"
happiness,Laughter is poison to fear.,"['a-game-of-thrones', 'catelyn-stark', 'fear', 'george-r-r-martin', 'happiness', 'laughter', 'poison', 'wise ']"
"love,inspiration,happiness",The power of finding beauty in the humblest things makes home happy and life lovely.,"['beauty', 'happiness', 'inspirational', 'love ']"
"love,inspiration,happiness",The power of finding beauty in the humblest things makes home happy and life lovely.,"['beauty', 'happiness', 'inspirational', 'love ']"
"inspiration,happiness","I am a happy camper so I guess I’m doing something right. Happiness is like a butterfly; the more you chase it, the more it will elude you, but if you turn your attention to other things, it will come and sit softly on your shoulder.","['happiness', 'inspirational ']"
"inspiration,happiness","I heard a definition once: Happiness is health and a short memory! I wish I'd invented it, because it is very true.","['happiness', 'inspirational ']"
happiness,"Happiness is not a possession to be prized, it is a quality of thought, a state of mind.",['happiness ']
"life,happiness",I don't think that there are any limits to how excellent we could make life seem.,"['happiness', 'life ']"
happiness,I am very happyBecause I have conquered myselfAnd not the world.I am very happyBecause I have loved the worldAnd not myself.,"['agape', 'happiness', 'self-control ']"
"love,happiness",I have a million things to talk to you about. All I want in this world is you. I want to see you and talk. I want the two of us to begin everything from the beginning.,"['happiness', 'love ']"
happiness,And I can't be running back and fourth forever between grief and high delight.,"['ambivalence', 'confusion', 'grief', 'happiness ']"
happiness,"We don’t even ask happiness, just a little less pain.","['bukowski', 'happiness', 'pain', 'unhappiness', 'unhappy ']"
happiness,A thing of beauty is a joy forever.,"['beauty', 'happiness', 'joy ']"
"happiness,inspiration","Everyone wants to live on top of the mountain, but all the happiness and growth occurs while you're climbing it.","['growth', 'happiness', 'inspiration ']"
happiness,"Action may not always bring happiness, but there is no happiness without action.","['action', 'happiness', 'motivational', 'work ']"
"humor,happiness",I've always thought people would find a lot more pleasure in their routines if they burst into song at significant moments.,"['bollywood', 'happiness', 'humor', 'music ']"
happiness,"The sense of unhappiness is so much easier to convey than that of happiness. In misery we seem aware of our own existence, even though it may be in the form of a monstrous egotism: this pain of mine is individual, this nerve that winces belongs to me and to no other. But happiness annihilates us: we lose our identity.","['happiness', 'pain ']"
happiness,"What can I do with my happiness? How can I keep it, conceal it, bury it where I may never lose it? I want to kneel as it falls over me like rain, gather it up with lace and silk, and press it over myself again.",['happiness ']
happiness,"Letting go gives us freedom, and freedom is the only condition for happiness. If, in our heart, we still cling to anything - anger, anxiety, or possessions - we cannot be free.","['anger', 'buddhism', 'freedom', 'happiness', 'peace ']"
happiness,I'm a kind of paranoiac in reverse. I suspect people of plotting to make me happy.,['happiness ']
happiness,"If only we'd stop trying to be happy, we could have a pretty good time.",['happiness ']
"life,happiness","Life is not a PG feel-good movie. Real life often ends badly. Literature tries to document this reality, while showing us it is still possible for us to endure nobly.","['endurance', 'feelings-of-weakness', 'happiness', 'life', 'literature', 'movie', 'sadness ']"
happiness,"Happiness is a risk. If you’re not a little scared, then you’re not doing it right.","['happiness', 'risk ']"
"philosophy,happiness",Happiness consists in frequent repetition of pleasure,"['happiness', 'philosophy ']"
"love,happiness,relationship,success","I find the best way to love someone is not to change them, but instead, help them reveal the greatest version of themselves.","['be-yourself', 'change', 'choices', 'compassion', 'greatest-version', 'happiness', 'helping', 'love', 'relationships', 'success ']"
happiness,The pain I feel now is the happiness I had before. That's the deal.,"['happiness', 'pain ']"
"life,happiness","The more you praise and celebrate your life, the more there is in life to celebrate.","['happiness', 'life ']"
"love,life,inspiration,happiness",This life is yours. Take the power to choose what you want to do and do it well. Take the power to love what you want in life and love it honestly. Take the power to walk in the forest and be a part of nature. Take the power to control your own life. No one else can do it for you. Take the power to make your life happy.,"['forest', 'happiness', 'honesty', 'inspirational', 'life', 'love', 'nature', 'power ']"
"life,philosophy,happiness","No one should ever ask themselves that: why am I unhappy? The question carries within it the virus that will destroy everything. If we ask that question, it means we want to find out what makes us happy. If what makes us happy is different from what we have now, then we must either change once and for all or stay as we are, feeling even more unhappy.","['happiness', 'life', 'people', 'philosophy', 'unhappiness ']"
"inspiration,happiness","Even if things don't unfold the way you expected, don't be disheartened or give up. One who continues to advance will win in the end.","['buddhism', 'destiny', 'happiness', 'humanism', 'inspirational', 'karma', 'peace', 'self-reformation ']"
"philosophy,happiness","I don’t know what’s worse: to not know what you are and be happy, or to become what you’ve always wanted to be, and feel alone.","['happiness', 'loneliness', 'melancholy', 'philosophy', 'psychology ']"
happiness,"If you want others to be happy, practice compassion. If you want to be happy, practice compassion.","['compassion', 'happiness ']"
"love,happiness","I had rather hear my dog bark at a crow, than a man swear he loves me.","['bachelorhood', 'courtship', 'empowerment', 'freedom', 'happiness', 'husbands', 'independence', 'love', 'marriage', 'self-determination', 'singles', 'wooing ']"
happiness,We all live with the objective of being happy; our lives are all different and yet the same.,"['happiness', 'literature ']"
"life,happiness,inspiration",The problem with people is they forget that most of the time it's the small things that count.,"['all-the-bright-places', 'happiness', 'inspiration', 'life ']"
"inspiration,happiness",My happiness is not the means to any end. It is the end. It is its own goal. It is its own purpose.,"['happiness', 'inspirational', 'salvation ']"
happiness,All who joy would winMust share it -- Happiness was born a twin.,"['don-juan', 'happiness', 'twin ']"
happiness,"Happiness. It was the place where passion, with all its dazzle and drumbeat, met something softer: homecoming and safety and pure sunbeam comfort. It was all those things, intertwined with the heat and the thrill, and it was as bright within her as a swallowed star.","['fantasy', 'happiness', 'young-adult ']"
happiness,"Be believing, be happy, don't get discouraged. Things will work out.","['believe', 'believing', 'happiness', 'happy', 'successful ']"
"philosophy,happiness,god,relationship,religion","It takes three to make love, not two: you, your spouse, and God. Without God people only succeed in bringing out the worst in one another. Lovers who have nothing else to do but love each other soon find there is nothing else. Without a central loyalty life is unfinished.","['catholicism', 'christianity', 'church', 'expectations', 'god', 'happiness', 'lovers', 'marriage', 'philosophy', 'relationship-with-god', 'relationships', 'religion', 'spirituality', 'unhappy-marriage ']"
"inspiration,happiness","There is no happiness like that of being loved by your fellow creatures, and feeling that your presence is an addition to their comfort.","['friendship', 'happiness', 'inspirational ']"
"love,happiness",You cannot be with someone just because you don’t want to hurt him. You have your own happiness to think about.,"['happiness', 'happy', 'heartbreak', 'hurt', 'love', 'self ']"
happiness,those who do not know how to see the precious things in life will never be happy.,['happiness ']
"happiness,success",To dream by night is to escape your life. To dream by day is to make it happen.,"['abundance-creation', 'author-stephen-richards', 'cosmic-ordering', 'focus', 'goal-setting', 'happiness', 'law-of-attraction', 'life-changing', 'manifestation', 'manifesting', 'millionaire-mindset', 'mind-body-spirit', 'mind-power', 'new-age', 'new-thought', 'opportunity', 'positive-thoughts', 'positivity', 'self-belief', 'self-growth', 'self-help', 'self-motivation', 'self-realization', 'spirituality', 'success', 'synchronicity', 'visualization', 'wealth-creation ']"
"love,life,inspiration,happiness,wisdom,poetry",You must give everything to make your life as beautiful as the dreams that dance in your imagination.,"['adventuress', 'aesthete', 'allegory', 'ambition', 'beautiful', 'beautiful-life', 'bravery', 'children', 'compass', 'courage', 'dance', 'dancer', 'dances', 'dancing', 'daring', 'desire', 'direction', 'dreams', 'drive', 'empowerment', 'enjoying', 'exile', 'expatriate', 'female', 'female-beauty', 'female-characters', 'female-empowerment', 'female-hero', 'female-liberation', 'females', 'feminine', 'femininity', 'feminism', 'femme', 'filles', 'first-love', 'freedom', 'gentle', 'girl', 'girl-power', 'girl-quotes', 'girls', 'goal', 'goals', 'happiness', 'hearts', 'hiding', 'imagination', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quote', 'inspirational-quotes', 'inspire', 'jeune-fille', 'kid', 'kiss', 'life', 'life-philosophy', 'literature', 'living', 'love', 'loving', 'map', 'memory', 'motivation', 'passion', 'passionate', 'payne', 'poetess', 'poetry', 'power', 'pretty', 'risk', 'roaming', 'roman', 'roman-payne', 'romantic', 'running', 'sacred', 'secretive', 'seductive', 'sensual', 'strength', 'surrender', 'sweet', 'the-wanderess', 'time', 'travel', 'wander', 'wanderer', 'wanderess', 'wandering', 'wanderlust', 'wayfaring', 'wisdom', 'woman', 'woman-s-character', 'woman-s-strength', 'womanhood', 'women', 'women-s-inspirational', 'women-s-liberation', 'women-s-strength', 'young-love ']"
happiness,Many people think excitement is happiness.... But when you are excited you are not peaceful. True happiness is based on peace.,"['buddhism', 'happiness', 'peace ']"
happiness,"Wealth consists not in having great possessions, but in having few wants.","['contentment', 'happiness', 'money', 'wealth ']"
"inspiration,happiness","All I ask is one thing, and I’m asking this particularly of young people: please don’t be cynical. I hate cynicism, for the record, it’s my least favorite quality and it doesn’t lead anywhere. Nobody in life gets exactly what they thought they were going to get. But if you work really hard and you’re kind, amazing things will happen.","['cynicism', 'happiness', 'inspirational ']"
happiness,Happiness. Simple as a glass of chocolate or tortuous as the heart. Bitter. Sweet. Alive.,"['alive', 'bittersweet', 'chocolate', 'happiness', 'heart', 'simplicity', 'torture ']"
happiness,Happy girls are the prettiest,"['attractiveness', 'beauty', 'happiness ']"
happiness,There you go...let it all slide out. Unhappiness can't stick in a person's soul when it's slick with tears.,"['crying', 'happiness', 'sadness', 'tears', 'unhappiness ']"
happiness,"I am intrigued by the smile upon your face, and the sadness within your eyes","['eyes', 'happiness', 'intrigue', 'sadness', 'smile ']"
happiness,"It's a helluva start, being able to recognize what makes you happy.",['happiness ']
happiness,Very little is needed to make a happy life; it is all within yourself in your way of thinking.,"['choice', 'happiness ']"
"happiness,knowledge",It is sometimes easier to be happy if you don't know everything.,"['happiness', 'irony', 'knowledge ']"
"life,happiness",You can't be brave if you've only had wonderful things happen to you.,"['adversity', 'bravery', 'courage', 'experience', 'happiness', 'life ']"
"happiness,success",Success is getting what you want..Happiness is wanting what you get.,"['happiness', 'success ']"
happiness,"Sometimes you break your heart in the right way, if you know what I mean.","['falling-in-love', 'happiness', 'heartbreak ']"
happiness,"Woman is not made to be the admiration of all, but the happiness of one.","['admiration', 'happiness', 'woman ']"
"life,love,philosophy,inspiration,happiness,wisdom,purpose","It does not matter how long you are spending on the earth, how much money you have gathered or how much attention you have received. It is the amount of positive vibration you have radiated in life that matters,","['attention', 'compassion', 'happiness', 'happy-life', 'inspirational', 'kindness', 'life', 'love', 'meaning-of-life', 'meditation', 'money', 'oneness', 'peace', 'perspective', 'philosophy', 'positive-attitude', 'positive-living', 'purpose', 'purpose-in-life', 'purpose-of-life', 'purposeful-living', 'respect', 'revelation', 'self-awareness', 'self-discovery', 'spirit', 'spirituality', 'wisdom ']"
"love,happiness","They've got no idea what happiness is, they don't know that without this love there is no happiness or unhappiness for us--there is no life.","['happiness', 'love ']"
happiness,Happiness is a perfume you cannot pour on others without getting some on yourself.,['happiness ']
"life,happiness",And therein lies the whole of man's plight. Human time does not turn in a circle; it runs ahead in a straight line. That is why man cannot be happy: happiness is the longing for repetition.,"['happiness', 'life', 'man', 'plight', 'time ']"
"love,inspiration,happiness,romance",Love is too precious to be ashamed of.,"['happiness', 'inspirational', 'love', 'prejudice', 'romance ']"
"love,inspiration,happiness,hope,success","Plant seeds of happiness, hope, success, and love; it will all come back to you in abundance. This is the law of nature.","['abundance', 'action', 'choice', 'happiness', 'hope', 'inspirational', 'love', 'motivational', 'nature', 'success ']"
"life,inspiration,happiness,success","My past has not defined me, destroyed me, deterred me, or defeated me; it has only strengthened me.","['defeat', 'define', 'happiness', 'inspirational', 'life', 'motivational', 'past', 'strengthen', 'success ']"
happiness,"right in this moment, I can´t even remember what unhappy feels like.","['giddy', 'happiness ']"
happiness,"The trouble is that we have a bad habit, encouraged by pedants and sophisticates, of considering happiness as something rather stupid. Only pain is intellectual, only evil interesting. This is the treason of the artist; a refusal to admit the banality of evil and the terrible boredom of pain.","['art', 'artists', 'evil', 'happiness', 'pain ']"
happiness,I don't know what good it is to know so much and be smart as whips and all if it doesn't make you happy.,"['happiness', 'intelligence ']"
"love,happiness","And I didn't choose it, Kat. I chose you.","['confession', 'happiness', 'love ']"
happiness,Just because you are happy it does not mean that the day is perfect but that you have looked beyond its imperfections,['happiness ']
happiness,"Let us dance in the sun, wearing wild flowers in our hair...","['dance', 'flowers', 'happiness', 'happy', 'joy', 'summer', 'sun', 'wild ']"
"philosophy,happiness","Feathers filled the small room. Our laughter kept the feathers in the air. I thought about birds. Could they fly is there wasn't someone, somewhere, laughing?","['happiness', 'philosophy ']"
