0,1,2
positive,Being brave enough to be alone frees you up to invite people into your life because you want them and not because you need them.,"['attitude', 'being-single', 'brave', 'confidence', 'independence', 'loving-yourself', 'positive-thinking', 'positivity', 'self-worth', 'single', 'single-life', 'the-single-woman ']"
positive,"Of course there must be lots of Magic in the world,""he said wisely one day, ""but people don't know what it is like or how to make it. Perhaps the beginning is just to say nice things are going to happen until you make them happen. I am going to try and experiment.","['magic', 'positive-thinking ']"
positive,Celebrate the people in your life who are there because they love you for no other reason than because you are YOU.,"['friends', 'friendship', 'inner-circle', 'positive-thinking', 'the-single-woman', 'true-friends ']"
"love,wisdom,knowledge,mind,soul,positive","Life is like a game of chess.To win you have to make a move.Knowing which move to make comes with IN-SIGHTand knowledge, and by learning the lessons that areacculated along the way.We become each and every piece within the game called life!","['anxiety', 'art-of-dying', 'art-of-living', 'depression', 'enlightenment', 'hang-man', 'know-thyself', 'knowing', 'knowing-oneself', 'knowledge', 'knowledge-education', 'knowledge-of-self', 'knowledge-teaching', 'love', 'master', 'master-key', 'master-of-love', 'masters', 'mastery', 'mind', 'mind-body-spirit', 'mind-power', 'personal-development', 'personal-growth', 'positive-attitude', 'positive-mindset', 'positive-motivation', 'positive-outlook', 'positive-quotes', 'positive-thinking', 'positive-thoughts', 'power-of-love', 'power-of-thoughts', 'power-of-words', 'powerful-story', 'quote', 'sacred', 'sacred-teachings', 'sacred-wisdom', 'sage', 'sage-advice', 'self-esteem', 'self-help-book', 'self-improvement', 'self-improvement-book', 'soul', 'soul-searching', 'spirit', 'spiritual-development', 'spiritual-growth', 'spiritual-wisdom', 'spiritualism', 'suicidal-thoughts', 'suicide', 'teachings', 'unconditional-acceptance', 'unconditional-love', 'wisdom', 'wise-man ']"
"wisdom,hope,faith,quotes,inspiration,success,positive,books",Don’t let mental blocks control you. Set yourself free. Confront your fear and turn the mental blocks into building blocks.,"['attitude', 'authors', 'books', 'coaching', 'competition', 'connect', 'counseling', 'courage', 'dare', 'daring', 'determination', 'dreams', 'failure', 'faith', 'famous', 'goals', 'hope', 'idea', 'inspiration', 'inspire', 'judge', 'leadership', 'life', 'love', 'motivation', 'motivator', 'never-give-up', 'passion', 'patience', 'peace', 'positive-thinking', 'promo', 'publishing', 'quotes', 'self-confidence', 'self-esteem', 'speaking', 'success', 'successful', 'triumph', 'trust', 'victory', 'willpower', 'wisdom', 'words', 'world', 'you-can-do-it ']"
"life,positive",Single” is an opportunity to live life on your own terms and not apologize.,"['being-single', 'confidence', 'embracing-your-singleness', 'holding-out-for-the-best', 'independence', 'life', 'live-life-on-your-own-terms', 'living-in-the-moment', 'loving-yourself', 'no-apologies', 'not-settling', 'opportunity', 'positive-thinking', 'single', 'single-journey', 'single-life', 'single-woman', 'singleness', 'the-single-woman ']"
positive,You don't have to be good at something to be liked.,"['cosmic', 'cosmic-ordering', 'law-of-attraction', 'mind-body-spirit', 'mind-power', 'money', 'motivational', 'new-age', 'new-thought', 'positive-thinking', 'self-empowerment', 'self-esteem', 'self-help', 'self-help-book', 'self-improvement', 'self-motivation', 'stephen-richards', 'wealth', 'wealth-creation', 'worthy ']"
"faith,positive","It’s OKAY to be scared. Being scared means you’re about to do something really, really brave.","['anxiety', 'being-scared', 'believing-in-yourself', 'bravery', 'faith', 'fear', 'overcoming-fear', 'positive-thinking', 'scared', 'trust', 'worry ']"
positive,"if you tell yourself you feel fine, you will.","['my-sister-s-keeper', 'positive-thinking ']"
positive,"Stand out from the crowd, be yourself.","['cosmic', 'cosmic-ordering', 'law-of-attraction', 'mind-body-spirit', 'mind-power', 'money', 'new-age', 'new-thought', 'positive-thinking', 'self-help', 'self-help-book', 'self-improvement', 'stephen-richards', 'wealth', 'wealth-creation ']"
positive,"When you concentrate your energy purposely on the future possibility that you aspire to realize, your energy is passed on to it and makes it attracted to you with a force stronger than the one you directed towards it.","['law-of-attraction', 'mind-body-spirit', 'mind-power', 'money', 'motivational', 'new-age', 'new-thought', 'positive-thinking', 'self-empowerment', 'self-help', 'self-help-book', 'self-improvement', 'self-motivation', 'stephen-richards', 'wealth', 'wealth-creation', 'worthy ']"
"love,relationship,positive","Better to put your heart on the line, risk everything, and walk away with nothing than play it safe. Love is a lot of things, but “safe” isn’t one of them.","['chances', 'dating', 'heart', 'love', 'playing-it-safe', 'positive-thinking', 'relationships', 'risk', 'taking-a-chance', 'taking-a-risk', 'the-single-woman ']"
positive,Outer beauty pleases the EYE. Inner beauty captivates the HEART.,"['accepting-yourself', 'beautiful', 'beauty', 'being-beautiful', 'confidence', 'inner-beauty', 'it-s-what-s-inside-that-counts', 'loving-yourself', 'outer-beauty', 'positive-thinking', 'self-worth', 'the-single-woman', 'true-beauty ']"
positive,"You will never gain anyone's approval by begging for it. When you stand confident in your own worth, respect follows.","['approval', 'approval-of-others', 'begging', 'confident', 'loving-yourself', 'people-pleaser', 'positive-thinking', 'respect', 'respecting-yourself', 'seeking-approval', 'self-worth', 'self-worthiness ']"
"happiness,positive","The lesson will always repeat itself, unless you see yourself as the problem--not others.","['acting-differently', 'advice', 'applying', 'applying-what-you-know', 'change', 'choices', 'chosen', 'consequences', 'crossroads', 'different-path', 'dignity', 'fixing-ourself', 'full-circle', 'happiness', 'helpful', 'helping', 'helping-others', 'imperfections', 'integrity', 'joy', 'just-a-moment-in-time', 'learning', 'lessons', 'letting-go', 'life-coach', 'life-s-little-university', 'lifting-others', 'living', 'living-in-the-present', 'moving-forward', 'one-path', 'our-fault', 'positive-choices', 'positive-thinking', 'proactive-vs-reactive', 'problem-solving', 'reaching-out', 'reactions', 'relationships-101', 'repeat-mistakes', 'repeated-patterns', 'repeating-the-past', 'seeing-people', 'self-caused', 'self-help', 'self-love', 'self-work', 'spiritual-growth', 'standing-up-for-right', 'staying-positive', 'stayingpositiveu-com', 'therapy', 'trusting', 'we-control-our-reactions', 'well-intended', 'wide-awake ']"
positive,"No matter whether you believe in luck or chance, the final decision is from yourself.","['cosmic', 'cosmic-ordering', 'law-of-attraction', 'mind-body-spirit', 'mind-power', 'money', 'new-age', 'new-thought', 'positive-thinking', 'self-help', 'self-help-book', 'self-improvement', 'stephen-richards', 'wealth', 'wealth-creation ']"
positive,Single |sin•gle| (adjective) - Too fabulous to settle.,"['being-fabulous', 'being-single', 'fabulous', 'loving-yourself', 'not-settling', 'positive-thinking', 'refusing-to-settle', 'settling', 'single', 'single-ladies', 'single-life', 'single-woman', 'singleness', 'the-single-woman', 'too-fabulous-to-settle ']"
positive,You will evolve past certain people. Let yourself.,"['evolution', 'evolve', 'friends', 'friendship', 'growth', 'letting-go', 'moving-on', 'positive-thinking', 'seasonal-friendships', 'seasons', 'the-single-woman ']"
positive,"You willed yourself to where you are today, so will yourself out of it.","['cosmic', 'cosmic-ordering', 'law-of-attraction', 'mind-body-spirit', 'mind-power', 'money', 'new-age', 'new-thought', 'positive-thinking', 'self-help', 'self-help-book', 'self-improvement', 'stephen-richards', 'wealth', 'wealth-creation ']"
positive,Thoughts Become Things... Choose The Good Ones!,"['inspirational', 'positive-thinking ']"
"success,positive","The power behind taking responsibility for your actions lies in putting an end to negative thought patterns. You no longer dwell on what went wrong or focus on whom you are going to blame. You don't waste time building roadblocks to your success. Instead, you are set free and can now focus on succeeding.","['inspirational', 'motivational', 'personal-responsibility', 'positive-thinking', 'self-improvement', 'success ']"
positive,"Consider the fact that maybe…just maybe…beauty and worth aren’t found in a makeup bottle, or a salon-fresh hairstyle, or a fabulous outfit. Maybe our sparkle comes from somewhere deeper inside, somewhere so pure and authentic and REAL, it doesn’t need gloss or polish or glitter to shine.","['authentic', 'authenticity', 'beauty', 'being-fabulous', 'being-yourself', 'fabulous', 'fashion', 'glitter', 'inner-shine', 'loving-yourself', 'makeup', 'maybelline', 'outer-beauty', 'positive-thinking', 'self-worth', 'shining', 'sparkle', 'what-s-inside-that-counts', 'worth', 'worthiness ']"
"wisdom,hope,faith,inspiration,quotes,success,books,positive",The world’s greatest achievers have been those who have always stayed focussed on their goals and have been consistent in their efforts.,"['attitude', 'authors', 'books', 'coaching', 'connect', 'counseling', 'courage', 'dare', 'daring', 'determination', 'dreams', 'faith', 'famous', 'goals', 'hope', 'idea', 'inspiration', 'inspire', 'judge', 'leadership', 'life', 'motivation', 'motivator', 'never-give-up', 'passion', 'positive-thinking', 'promo', 'publishing', 'quotes', 'self-confidence', 'self-esteem', 'success', 'successful', 'triumph', 'victory', 'willpower', 'wisdom', 'words', 'you-can-do-it ']"
positive,"Without desires and dreams, your thoughts do not matter and you can think whatever you want to.","['law-of-attraction', 'mind-body-spirit', 'mind-power', 'money', 'motivational', 'new-age', 'new-thought', 'positive-thinking', 'self-empowerment', 'self-help', 'self-help-book', 'self-improvement', 'self-motivation', 'stephen-richards', 'wealth', 'wealth-creation', 'worthy ']"
"success,positive","Cultivate an optimistic mind, use your imagination, always consider alternatives, and dare to believe that you can make possible what others think is impossible.","['encouragement', 'optimism', 'positive-attitude', 'positive-thinking', 'success ']"
positive,If the great internet connects us all ... then why are so many of us becoming increasingly isolated?,"['cosmic', 'cosmic-ordering', 'law-of-attraction', 'mind-body-spirit', 'mind-power', 'money', 'new-age', 'new-thought', 'positive-thinking', 'self-help', 'self-help-book', 'self-improvement', 'stephen-richards', 'wealth', 'wealth-creation ']"
positive,Every sunrise is priceless and you can experience the richness that life holds only when you live life to the full instead of just being an onlooker.,"['law-of-attraction', 'mind-body-spirit', 'mind-power', 'money', 'motivational', 'new-age', 'new-thought', 'positive-thinking', 'self-empowerment', 'self-help', 'self-help-book', 'self-improvement', 'self-motivation', 'stephen-richards', 'wealth', 'wealth-creation', 'worthy ']"
positive,Exhaust your worries and they will soon leave you.,"['cosmic', 'cosmic-ordering', 'law-of-attraction', 'mind-body-spirit', 'mind-power', 'money', 'new-age', 'new-thought', 'positive-thinking', 'self-help', 'self-help-book', 'self-improvement', 'stephen-richards', 'wealth', 'wealth-creation ']"
"inspiration,positive",Believing in negative thoughts is the single greatest obstruction to success.,"['inspirational-quotes', 'intention', 'law-of-attraction-quotes', 'negative-people', 'negative-thinking', 'negative-thoughts', 'positive-attitude', 'positive-thinking', 'positive-thoughts', 'success-quotes', 'successful-living', 'wisdom-quotes ']"
"wisdom,knowledge,soul,mind,positive","Life is like a sandwich!Birth as one slice,and death as the other.What you put in-between the slices is up to you.Is your sandwich tasty or sour?Allan Rufus.org","['anxiety', 'art-of-dying', 'art-of-living', 'depression', 'enlightenment', 'hang-man', 'know-thyself', 'knowing', 'knowing-oneself', 'knowledge', 'knowledge-education', 'knowledge-of-self', 'knowledge-teaching', 'love', 'master', 'master-key', 'master-of-love', 'masters', 'mastery', 'mind', 'mind-body-spirit', 'mind-power', 'personal-development', 'personal-growth', 'positive-attitude', 'positive-mindset', 'positive-motivation', 'positive-outlook', 'positive-quotes', 'positive-thinking', 'positive-thoughts', 'power-of-love', 'power-of-thoughts', 'power-of-words', 'powerful-story', 'quote', 'sacred', 'sacred-teachings', 'sacred-wisdom', 'sage', 'sage-advice', 'self-esteem', 'self-help-book', 'self-improvement', 'self-improvement-book', 'soul', 'soul-searching', 'spirit', 'spiritual-development', 'spiritual-growth', 'spiritual-wisdom', 'spiritualism', 'suicidal-thoughts', 'suicide', 'teachings', 'unconditional-acceptance', 'unconditional-love', 'wisdom', 'wise-man ']"
"relationship,positive",Be a bit of a challenge; not because you're playing games but because you realize you're worth the extra effort.,"['be-hard-to-get', 'being-single', 'challenge', 'dating', 'know-your-value', 'love', 'loving-yourself', 'play-hard-to-get', 'positive-thinking', 'relationships', 'self-worth', 'single-life', 'the-single-woman ']"
positive,"You have to open up to the world and learn optimism...Contentment with the past, happiness with the present, and hope for the future. Learned optimisim.","['contentment', 'optimism', 'positive-thinking ']"
"inspiration,success,positive","Well, if it can be thought, it can be done, a problem can be overcome,","['challenge', 'challenges', 'inspirational', 'inspirational-attitude', 'motivational', 'overcoming-adversity', 'overcoming-challenges', 'overcoming-obstacles', 'positive-attitude', 'positive-thinking', 'problem', 'problem-solving', 'problems', 'success', 'successful-mind', 'triumph ']"
"mind,positive","Mind is a flexible mirror, adjust it, to see a better world.","['a-better-world', 'life-lessons', 'life-philosophy', 'mind', 'mind-power', 'mindfulness', 'mindset', 'positive-thinking', 'positivity ']"
positive,The realisation that limitations are imaginary will make you strong and overpowering.,"['law-of-attraction', 'mind-body-spirit', 'mind-power', 'money', 'motivational', 'new-age', 'new-thought', 'positive-thinking', 'self-empowerment', 'self-help', 'self-help-book', 'self-improvement', 'self-motivation', 'stephen-richards', 'wealth', 'wealth-creation', 'worthy ']"
"inspiration,success,positive","Never run from the enemy, tackle them","['challenge', 'inspiration', 'lessons-learned', 'motivation', 'positive-thinking', 'success ']"
positive,"I have my own theory: ignorance is bliss. The less you know, the more confident you can be in tackling things.","['cosmic', 'cosmic-ordering', 'law-of-attraction', 'mind-body-spirit', 'mind-power', 'money', 'new-age', 'new-thought', 'positive-thinking', 'self-help', 'self-help-book', 'self-improvement', 'stephen-richards', 'wealth', 'wealth-creation ']"
positive,"Always think extra hard before crossing over to a bad side, if you were weak enough to cross over, you may not be strong enough to cross back!","['lesson-life', 'pier-pressure', 'positive-thinking', 'strength', 'structure', 'struggles ']"
positive,"To win the big stakes in this changed world, you must catch the spirit of the great pioneers of the past, whose dreams have given to civilization all that it has of value, the spirit that serves as the life-blood of our own country – your opportunity and mine, to develop and market our talents.","['leadership', 'pioneers', 'positive-thinking', 'positivity ']"
positive,"For us to regard others as worthy, we have to begin by regarding ourselves as worthy.","['cosmic', 'cosmic-ordering', 'law-of-attraction', 'mind-body-spirit', 'mind-power', 'money', 'motivational', 'new-age', 'new-thought', 'positive-thinking', 'self-empowerment', 'self-esteem', 'self-help', 'self-help-book', 'self-improvement', 'self-motivation', 'stephen-richards', 'wealth', 'wealth-creation', 'worthy ']"
positive,We are exactly what our history made us to be.,"['cosmic', 'cosmic-ordering', 'law-of-attraction', 'mind-body-spirit', 'mind-power', 'money', 'motivational', 'new-age', 'new-thought', 'positive-thinking', 'self-empowerment', 'self-esteem', 'self-help', 'self-help-book', 'self-improvement', 'self-motivation', 'stephen-richards', 'wealth', 'wealth-creation', 'worthy ']"
"faith,positive",There’s something really cool about knowing that your destiny is SO big that you’re not meant to share it with anyone. At least not yet.,"['being-single', 'destiny', 'dreams', 'faith', 'faith-in-yourself', 'finding-yourself', 'life', 'love', 'positive-thinking', 'sharing-your-life-with-someone', 'single', 'single-life', 'single-woman', 'singleness', 'the-single-woman', 'trust', 'walking-alone', 'your-journey ']"
"inspiration,positive",Appreciate every little beautiful moment in every day of your life. Give it a try and you'll see the world from another perspective.,"['inspirational', 'inspirational-quotes', 'life', 'life-and-living', 'life-lessons', 'optimism', 'optimistic', 'positive-thinking ']"
"life,faith,positive",There are some places in life where you can only go alone. Embrace the beauty of your solo journey.,"['alone', 'aloneness', 'beauty', 'being-single', 'faith', 'flying-solo', 'journey', 'life', 'loneliness', 'loving-yourself', 'positive-thinking', 'single', 'single-life', 'single-woman', 'singleness', 'solo', 'the-single-woman', 'trust-the-journey ']"
"faith,god,positive","The more you go with the flow of life and surrender the outcome to God, and the less you seek constant clarity, the more you will find that fabulous things start to show up in your life.","['answer', 'attraction', 'clarity', 'faith', 'go-with-the-flow', 'god', 'let-go', 'letting-go', 'life', 'living-the-questions', 'positive-thinking', 'questions', 'surrender', 'the-unknown', 'trust', 'trusting-god', 'uncertainty ']"
positive,Positive belief in yourself will give you the energy needed to conquer the world and this belief is the power behind all creation.,"['law-of-attraction', 'mind-body-spirit', 'mind-power', 'money', 'motivational', 'new-age', 'new-thought', 'positive-thinking', 'self-empowerment', 'self-help', 'self-help-book', 'self-improvement', 'self-motivation', 'stephen-richards', 'wealth', 'wealth-creation', 'worthy ']"
positive,A thought is a Cosmic Order waiting to happen.,"['cosmic', 'cosmic-ordering', 'law-of-attraction', 'mind-body-spirit', 'mind-power', 'money', 'new-age', 'new-thought', 'positive-thinking', 'self-help', 'self-help-book', 'self-improvement', 'stephen-richards', 'wealth', 'wealth-creation ']"
positive,Inaction creates nothing. Action creates success.,"['cosmic', 'cosmic-ordering', 'law-of-attraction', 'mind-body-spirit', 'mind-power', 'money', 'new-age', 'new-thought', 'positive-thinking', 'self-help', 'self-help-book', 'self-improvement', 'stephen-richards', 'wealth', 'wealth-creation ']"
positive,What we perceive about ourselves is greatly a reflection of how we will end up living our lives.,"['cosmic', 'cosmic-ordering', 'law-of-attraction', 'mind-body-spirit', 'mind-power', 'money', 'motivational', 'new-age', 'new-thought', 'positive-thinking', 'self-empowerment', 'self-esteem', 'self-help', 'self-help-book', 'self-improvement', 'self-motivation', 'stephen-richards', 'wealth', 'wealth-creation', 'worthy ']"
positive,"Even though your thinking might not be right for others, just so long as it's right for you then that's all what matters.","['cosmic', 'cosmic-ordering', 'law-of-attraction', 'mind-body-spirit', 'mind-power', 'money', 'new-age', 'new-thought', 'positive-thinking', 'self-help', 'self-help-book', 'self-improvement', 'stephen-richards', 'wealth', 'wealth-creation ']"
positive,Maybe it’s NOT Maybelline. Maybe you were just born with it.,"['accepting-yourself', 'beautiful', 'beauty', 'being-yourself', 'confidence', 'inner-beauty', 'loving-yourself', 'makeup', 'maybelline', 'positive-thinking', 'self-worth ']"
positive,Grateful souls focus on the happiness and abundance present in their lives and this in turn attracts more abundance and joy towards them.,"['law-of-attraction', 'mind-body-spirit', 'mind-power', 'money', 'motivational', 'new-age', 'new-thought', 'positive-thinking', 'self-empowerment', 'self-help', 'self-help-book', 'self-improvement', 'self-motivation', 'stephen-richards', 'wealth', 'wealth-creation', 'worthy ']"
positive,"To live, to TRULY live, we must be willing to RISK. To be nothing in order to find everything. To leap before we look.","['chance', 'leap-before-you-look', 'leap-of-faith', 'leaps', 'life', 'living-life', 'living-your-best-life', 'positive-thinking', 'risk', 'taking-a-chance', 'taking-a-risk', 'taking-chances', 'the-single-woman ']"
positive,Always have an air of expectancy.,"['cosmic', 'cosmic-ordering', 'law-of-attraction', 'mind-body-spirit', 'mind-power', 'money', 'new-age', 'new-thought', 'positive-thinking', 'self-help', 'self-help-book', 'self-improvement', 'stephen-richards', 'wealth', 'wealth-creation ']"
positive,"Manifesting is a lot like making a cake. The things needed are supplied by you, the mixing is done by your mind and the baking is done in the oven of the universe.","['law-of-attraction', 'mind-body-spirit', 'mind-power', 'money', 'motivational', 'new-age', 'new-thought', 'positive-thinking', 'self-empowerment', 'self-help', 'self-help-book', 'self-improvement', 'self-motivation', 'stephen-richards', 'wealth', 'wealth-creation', 'worthy ']"
positive,Never allow your mind to wander untamed like a wild animal that exists on the basis of survival of the fittest. Tame your mind with consistent focus on your goals and desires.,"['law-of-attraction', 'mind-body-spirit', 'mind-power', 'money', 'motivational', 'new-age', 'new-thought', 'positive-thinking', 'self-empowerment', 'self-help', 'self-help-book', 'self-improvement', 'self-motivation', 'stephen-richards', 'wealth', 'wealth-creation', 'worthy ']"
"faith,positive",What we are waiting for is not as important as what happens to us while we are waiting. Trust the process.,"['consecration', 'faith', 'positive-thinking', 'preparation', 'seasons-of-waiting', 'the-process', 'trust', 'trust-the-process', 'trusting-your-journey', 'wait', 'waiting ']"
positive,Mean girls go far in high school. Kind women go far in LIFE.,"['being-kind', 'being-loving', 'grace', 'helping-people', 'high-school', 'kind-women', 'kindness', 'loving-people', 'making-a-difference', 'mean-girls', 'meanness', 'mercy', 'positive-thinking ']"
positive,"Always strive to aim for the highest peak of the goals in life you have set, this way if you manage to reach even half way toward a goal, landing in the middle is not such a bad place to end up.","['aspirations', 'inspirational', 'motivation', 'motivational', 'positive', 'positive-attitude', 'positive-thinking ']"
"hope,positive",Think big thoughts but relish small pleasures.,"['dreams', 'hope', 'pleasure', 'positive-thinking', 'thinking ']"
"god,faith,positive",There is never a moment when God is not in control. Relax! He’s got you covered.,"['faith', 'faith-in-god', 'god', 'peace', 'positive-thinking', 'spirituality', 'surrender', 'the-single-woman', 'trust ']"
positive,"When you stop blaming others for where you are in life, that is when you can start to manifest your dream life!","['cosmic', 'cosmic-ordering', 'law-of-attraction', 'mind-body-spirit', 'mind-power', 'money', 'new-age', 'new-thought', 'positive-thinking', 'self-help', 'self-help-book', 'self-improvement', 'stephen-richards', 'wealth', 'wealth-creation ']"
positive,"You are here to evolve and make your consciousness high.You are here to dance, sing and celebrate life. You are here to help others to make their life happy. We are here not to compete, but to learn, evolve and excel. We are not here to make divisions in the name of prophets and religions. We are here to encompass the world with love and light.","['better-place-to-live', 'compete', 'compete-with-others', 'consciousness', 'life-positive', 'positive-thinking', 'prophets', 'religions ']"
positive,"i held it up, and tried to channel happy dog thoughts toward Cerberus- Alpo commercials, cute little puppies, fire hydrants.",['positive-thinking ']
positive,"You've come to give me a piece of your mind. You know that phrase is really beautiful. The mind is the most powerful thing in the body. Whatever the mind believes, the body can achieve. So to give someone a piece of it... well thank you. Funny how people are always intent on giving it to the people they dislike when it really should be for the ones they love.","['book', 'cecelia-ahernt', 'if-you-could-see-me-now', 'love', 'philosphy-of-people', 'positive-thinking ']"
"success,positive",Success doesn't come to you; you go to it.,"['courage', 'failure', 'inspirational', 'intention', 'persistence', 'positive-thinking', 'success ']"
positive,"Hard work is what you do to make ends meet, easy work is getting others to do the hard work for you.","['cosmic', 'cosmic-ordering', 'law-of-attraction', 'mind-body-spirit', 'mind-power', 'money', 'new-age', 'new-thought', 'positive-thinking', 'self-help', 'self-help-book', 'self-improvement', 'stephen-richards', 'wealth', 'wealth-creation ']"
