0,1,2
truth,The best way to find out if you can trust somebody is to trust them.,"['trust', 'truth ']"
"life,wisdom,truth,inspiration",The unexamined life is not worth living.,"['Worth', 'Living']"
truth,"So you're always honest,""I said.""Aren't you?""""No,""I told him. ""I'm not.""""Well, that's good to know, I guess.""""I'm not saying I'm a liar,""I told him. He raised his eyebrows. ""That's not how I meant it, anyways.""""How'd you mean it, then?""""I just...I don't always say what I feel.""""Why not?""""Because the truth sometimes hurts,""I said.""Yeah,""he said. ""So do lies, though.","['lies', 'truth ']"
truth,"There are three types of lies -- lies, damn lies, and statistics.","['attributed-no-source', 'lies', 'lying', 'misattributed-mark-twain', 'statistics', 'truth ']"
truth,It's enough for me to be sure that you and I exist at this moment.,"['existence', 'truth ']"
truth,"There are no facts, only interpretations.","['perspective', 'truth ']"
truth,"If you want to tell people the truth, make them laugh, otherwise they'll kill you.","['kill', 'laughter', 'truth ']"
"truth,writing",All you have to do is write one true sentence. Write the truest sentence that you know.,"['truth', 'writing', 'writing-advice ']"
truth,If you do not tell the truth about yourself you cannot tell it about other people.,"['honesty', 'lies', 'stories', 'truth ']"
truth,Illegal aliens have always been a problem in the United States. Ask any Indian.,"['humour', 'politics', 'truth ']"
"love,truth","The beginning of love is the will to let those we love be perfectly themselves, the resolution not to twist them to fit our own image. If in loving them we do not love what they are, but only their potential likeness to ourselves, then we do not love them: we only love the reflection of ourselves we find in them","['friendship', 'love', 'self-discovery', 'trust', 'truth ']"
"life,truth","No persons are more frequently wrong, than those who will not admit they are wrong.","['cynical', 'life', 'truth ']"
"life,philosophy,inspiration,wisdom,truth,education",The past has no power over the present moment.,"['education', 'inspirational', 'life', 'philosophy', 'truth', 'wisdom ']"
"philosophy,truth,religion",A truth that's told with bad intentBeats all the lies you can invent.,"['lies', 'logic', 'philosophy', 'religion', 'truth ']"
truth,Better a cruel truth than a comfortable delusion.,['truth ']
"truth,inspiration",Thinking something does not make it true. Wanting something does not make it real.,"['inspirational-quotes', 'mara-dyer', 'reality', 'truth ']"
"success,truth",The distance between insanity and genius is measured only by success.,"['Science', 'Insanity', 'Genius']"
truth,"I have learned now that while those who speak about one's miseries usually hurt, those who keep silence hurt more.","['hurt', 'lewis', 'misery', 'sad', 'truth ']"
truth,The only truth is music.,"['music', 'truth ']"
truth,"All good books are alike in that they are truer than if they had really happened and after you are finished reading one you will feel that all that happened to you and afterwards it all belongs to you: the good and the bad, the ecstasy, the remorse and sorrow, the people and the places and how the weather was. If you can get so that you can give that to people, then you are a writer.","['authors', 'good-books', 'truth', 'writers ']"
"love,truth,relationship","To be fully seen by somebody, then, and be loved anyhow - this is a human offering that can border on miraculous.","['acceptance', 'being-loved', 'love', 'marriage', 'relationships', 'truth ']"
"philosophy,wisdom,truth","Nothing, Everything, Anything, Something: If you have nothing, then you have everything, because you have the freedom to do anything, without the fear of losing something.","['anything', 'everything', 'fear', 'freedom', 'nothing', 'philosophy', 'something', 'truth', 'wisdom ']"
truth,"Usually we walk around constantly believing ourselves. ""I'm okay""we say. ""I'm alright"". But sometimes the truth arrives on you and you can't get it off. That's when you realize that sometimes it isn't even an answer--it's a question. Even now, I wonder how much of my life is convinced.",['truth ']
truth,The truth will set you free. But not until it is finished with you.,"['freedom', 'truth ']"
"truth,writing",That's what fiction is for. It's for getting at the truth when the truth isn't sufficient for the truth.,"['fiction', 'on-fiction', 'stories', 'truth', 'writing ']"
"life,truth,success",Sometimes it takes a good fall to really know where you stand,"['falling', 'knowing', 'lesson-on-living', 'life', 'paramore', 'singer', 'stand', 'success', 'truth', 'understanding ']"
truth,"The truth isn't always beauty, but the hunger for it is.",['truth ']
"love,truth,faith,romance","I'm about to make a wild, extreme and severe relationship rule: the word busy is a load of crap and is most often used by assholes. The word ""busy""is the relationship Weapon of Mass Destruction. It seems like a good excuse, but in fact in every silo you uncover, all you're going to find is a man who didn't care enough to call. Remember men are never to busy to get what they want.","['behrendt', 'call', 'dating', 'faith', 'greg', 'he-s-not-just-into-you', 'love', 'marriage', 'romance', 'true', 'true-love', 'truth ']"
truth,Most men would rather deny a hard truth than face it.,"['denial', 'honesty', 'truth ']"
truth,It is better to offer no excuse than a bad one.,"['confession', 'excuses', 'honesty', 'lies', 'lying', 'truth ']"
truth,"It is difficult, when faced with a situation you cannot control, to admit you can do nothing.",['truth ']
"life,truth","There are times to stay put, and what you want will come to you, and there are times to go out into the world and find such a thing for yourself.","['life', 'patience', 'perseverance', 'seeking', 'truth ']"
truth,"When you are sorrowful look again in your heart, and you shall see that in truth you are weeping for that which has been your delight.","['delight', 'heart', 'sorrow', 'truth', 'weeping ']"
"humor,truth","A woman has to be intelligent, have charm, a sense of humor, and be kind. It's the same qualities I require from a man.","['Intelligence', 'Woman']"
truth,"Much of what was said did not matter, and that much of what mattered could not be said.",['truth ']
"life,truth","There’s no such thing as ruining your life. Life’s a pretty resilient thing, it turns out.","['life', 'resilience', 'ruins', 'truth ']"
truth,"I'm for truth, no matter who tells it. I'm for justice, no matter who it is for or against. I'm a human being, first and foremost, and as such I'm for whoever and whatever benefits humanity as a whole.","['activism', 'truth ']"
truth,"People often claim to hunger for truth, but seldom like the taste when it's served up.","['human-nature', 'people', 'truth ']"
"wisdom,truth",We live in an age when unnecessary things are our only necessities.,"['epigram', 'paradox', 'truth', 'wisdom ']"
truth,"The truth is not always beautiful, nor beautiful words the truth.","['apothegm', 'beauty', 'truth ']"
truth,"If you look for truth, you may find comfort in the end; if you look for comfort you will not get either comfort or truth only soft soap and wishful thinking to begin, and in the end, despair.",['truth ']
truth,"Something inside Clary cracked and broke, and words came pouring out. 'What do you want me to tell you? The truth? The truth is that I love Simon like I should love you, and I wish he was my brother and you weren't, but I can't do anything about that and neither can you!","['city-of-ashes', 'clary-fray', 'jace-wayland', 'truth ']"
truth,"Everything we hear is an opinion, not a fact. Everything we see is a perspective, not the truth.",['truth ']
"humor,truth,god",You can safely assume you've created God in your own image when it turns out that God hates all the same people you do.,"['christianity', 'fundamentalism', 'god', 'humor', 'idolatry', 'misattributed-to-anne-lamott', 'spirituality', 'truth ']"
truth,Just because you don't understand it doesn't mean it isn't so.,"['truth', 'understanding ']"
truth,"Men may be stronger, but it is women who endure.","['tessa-gray', 'truth ']"
"truth,success,science",A thinker sees his own actions as experiments and questions--as attempts to find out something. Success and failure are for him answers above all.,"['failure', 'intelligence', 'science', 'scientific-process', 'success', 'truth ']"
"life,love,truth",Nothing ever happens like you imagine it will,"['life', 'love', 'margo-roth-spiegelman', 'truth ']"
truth,There's a world of difference between truth and facts. Facts can obscure truth.,['truth ']
"life,inspiration,truth","I think that we are like stars. Something happens to burst us open; but when we burst open and think we are dying; we’re actually turning into a supernova. And then when we look at ourselves again, we see that we’re suddenly more beautiful than we ever were before!","['human', 'humanity', 'inspirational', 'inspirational-life', 'inspirational-quotes', 'inspiring', 'life', 'life-and-living', 'living', 'people', 'self-awareness', 'stars', 'strength', 'supernova', 'truth ']"
"truth,poetry",Perhaps the truth depends on a walk around the lake.,"['poetry', 'truth ']"
"humor,truth","1492. As children we were taught to memorize this year with pride and joy as the year people began living full and imaginative lives on the continent of North America. Actually, people had been living full and imaginative lives on the continent of North America for hundreds of years before that. 1492 was simply the year sea pirates began to rob, cheat, and kill them.","['humor', 'truth ']"
truth,Sometimes things become possible if we want them bad enough.,"['memories', 'truth', 'wishes ']"
"love,humor,truth,wisdom,relationship,romance,funny","Those sweet lips. My, oh my, I could kiss those lips all night long.Good things come to those who wait.","['desire', 'funny', 'honesty', 'humor', 'humour', 'love', 'lust', 'passion', 'relationships', 'romance', 'sex', 'truth', 'wisdom', 'young', 'young-adult', 'young-adults', 'youth ']"
"love,truth","Truth is so obscure in these times, and falsehood so established, that, unless we love the truth, we cannot know it.","['Truth', 'Obscure', 'Falsehood']"
"truth,books",Fiction reveals truth that reality obscures.,"['books', 'on-fiction', 'reality', 'truth ']"
"inspiration,truth","It is always the false that makes you suffer, the false desires and fears, the false values and ideas, the false relationships between people. Abandon the false and you are free of pain; truth makes happy, truth liberates.","['inspirational', 'spiritual', 'truth ']"
truth,Truth never damages a cause that is just.,"['honesty', 'justice', 'secrecy', 'transparency', 'truth', 'truth-telling ']"
truth,"All truth passes through three stages: First, it is ridiculed; Second, it is violently opposed; Third, it is accepted as self-evident.",['truth ']
"truth,soul",Whatever satisfies the soul is truth.,"['soul', 'truth ']"
truth,"I’m just sick of ego, ego, ego. My own and everybody else’s. I’m sick of everybody that wants to get somewhere, do something distinguished and all, be somebody interesting. It’s disgusting.",['truth ']
"life,truth",Life's as kind as you let it be.,"['life', 'truth ']"
"inspiration,philosophy,truth,wisdom","Whether you live to be 50 or 100 makes no difference, if you made no difference in the world.","['aphorism', 'funny-quotes', 'humor-quotes', 'inspirational', 'iving', 'making-a-difference', 'philosophy', 'true', 'truism', 'truth', 'wisdom', 'wise', 'witty-quotations ']"
truth,"Facts are like cows. If you look them in the face long enough, they generally run away.","['facts', 'truth ']"
truth,"Love truth, but pardon error.",['truth ']
truth,"If the road is easy, you're likely going the wrong way.","['adversity', 'sword', 'truth ']"
"truth,knowledge,religion,science","For me, it is far better to grasp the Universe as it really is than to persist in delusion, however satisfying and reassuring.","['cosmology', 'delusion', 'knowledge', 'religion', 'science', 'truth', 'understanding ']"
truth,"Three things can not hide for long: the Moon, the Sun and the Truth.",['truth ']
truth,It is an occupational hazard that anyone who has spent her life learning how to lie eventually becomes bad at telling the truth.,"['lies', 'truth ']"
"love,truth,romance","Here's something else to think about: calling when you say you're going to is the very first brick in the house you are building of love and trust. If he can't lay this one stupid brick down, you ain't never gonna have a house baby, and it's cold outside.","['behrendt', 'dating', 'greg', 'he-s-not-just-into-you', 'love', 'marriage', 'romance', 'truth ']"
"truth,wisdom",The essence of being human is that one does not seek perfection.,"['humanity', 'truth', 'wisdom ']"
truth,There are two ways to be fooled. One is to believe what isn't true; the other is to refuse to believe what is true.,"['blindness', 'fools', 'self-deception', 'truth', 'willful-blindness', 'willful-ignorance ']"
truth,One should never trust a woman who tells one her real age. A woman who would tell one that would tell one anything.,"['age', 'discretion', 'secret', 'trust', 'truth', 'woman ']"
truth,"The truth doesn't always set you free; people prefer to believe prettier, neatley wrapped lies",['truth ']
"love,truth,romance","Let’s start with this statistic: You are delicious. Be brave, my sweet. I know you can get lonely. I know you can crave companionship and sex and love so badly that it physically hurts. But I truly believe that the only way you can find out that there’s something better out there is to first believe there’s something better out there. What other choice is there?","['call', 'dating', 'dating-advice', 'guys', 'love', 'marriage', 'romance', 'truth ']"
"life,love,truth",I envy people that know love. That have someone who takes them as they are.,"['dark', 'dark-divine', 'dark-humor', 'dark-lover', 'darkness', 'desire', 'emotion', 'emotional', 'emotional-plague', 'emotionally-scared', 'emotions', 'envy', 'gothic', 'gothic-fiction', 'gothic-romance', 'incubus', 'life', 'love', 'lust', 'paranormal', 'paranormal-fiction', 'paranormal-romance', 'passion', 'self', 'succubus', 'supernatural', 'supernaturalism', 'truth', 'urban-fantasy ']"
truth,You never know how much you really believe anything until its truth or falsehood becomes a matter of life and death to you.,"['belief', 'life-and-death', 'truth ']"
"life,truth","But when it came right down to it, the skin of my wrist looked so white and defensless that I couldn't do it. It was as if what I wanted to kill wasn't in that skin or the thin blue pulse that jumped under my thumb, but somewhere else, deeper, more secret, and a whole lot harder to get.","['life', 'relatable', 'truth ']"
truth,Things come apart so easily when they have been held together with lies.,"['lies', 'lying', 'truth ']"
truth,"When truth is replaced by silence,the silence is a lie.","['censorship', 'lies', 'lying', 'silence', 'truth ']"
truth,"I can't believe I said it out loud. The truth doesn't set you free, you know. It makes you feel awkward and embarrassed and defenseless and red in the face and horrified and petrified and vulnerable. But free? I don't feel free. I feel like shit.",['truth ']
truth,Believe those who are seeking the truth. Doubt those who find it.,['truth ']
"life,love,truth","Friends are the family you choose (~ Nin/Ithilnin, Elven rogue).","['cyberpunk', 'elven', 'elves', 'family', 'friends', 'friendship', 'human-behavior', 'human-nature', 'humanity', 'humankind', 'humans', 'inside-ourselves', 'insight', 'insightful', 'life', 'life-lessons', 'love', 'meaning', 'meaning-of-life', 'nq-mobile-omar-khan', 'omar-khan-nq-mobile', 'reflection', 'reflective', 'social-commentary', 'social-issues', 'social-science', 'society', 'truth', 'urban-fantasy', 'urban-fantasy-series', 'ya-urban-fantasy', 'young-adult', 'young-adult-fiction', 'young-adult-literature', 'young-adult-novels', 'young-adult-series ']"
"truth,science","Who is more humble? The scientist who looks at the universe with an open mind and accepts whatever the universe has to teach us, or somebody who says everything in this book must be considered the literal truth and never mind the fallibility of all the human beings involved?","['agnosticism', 'humility', 'science', 'skepticism', 'truth ']"
truth,Wrong does not cease to be wrong because the majority share in it.,"['conscience', 'majority', 'right-and-wrong', 'truth', 'wrong ']"
truth,"I have survived. I am here. Confused, screwed up, but here. So, how can I find my way? Is there a chain saw of the soul, an ax I can take to my memories or fears?","['honesty', 'melinda', 'truth ']"
truth,I believe that truth has only one face: that of a violent contradiction.,"['contradiction', 'truth ']"
truth,"There's more beauty in truth, even if it is dreadful beauty.",['truth ']
"humor,truth",A man's true character comes out when he's drunk.,"['character', 'drunk', 'humor', 'people', 'truth ']"
truth,"You don’t believe things because they make your life better, you believe them because they’re true.","['belief', 'truth ']"
"life,wisdom,truth,funny","I don't understand people who say they need more ""Me Time.""What other time is there? Do these people spend part of their day in someone else's body?","['funny', 'life', 'me-time', 'time', 'truth', 'wisdom ']"
truth,The most common form of despair is not being who you are.,"['self-betrayal', 'truth ']"
"truth,relationship","Seldom, very seldom, does complete truth belong to any human disclosure; seldom can it happen that something is not a little disguised or a little mistaken.","['deception', 'honesty', 'relationships', 'truth ']"
"love,truth,inspiration",Live your truth. Express your love. Share your enthusiasm. Take action towards your dreams. Walk your talk. Dance and sing to your music. Embrace your blessings. Make today worth remembering.,"['action', 'blessings', 'carpe-diem', 'dance', 'enthusiasm', 'express', 'inspiration', 'live', 'love', 'motivation', 'music', 'share', 'sing', 'talk', 'truth', 'walk ']"
truth,"Therefore do not worry about tomorrow, for tomorrow will worry about its own things. Sufficient for the day is its own trouble. Matthew 6:34","['carpe-diem', 'scripture', 'spiritual', 'truth ']"
truth,"The Bible has noble poetry in it... and some good morals and a wealth of obscenity, and upwards of a thousand lies.","['agnosticism', 'atheism', 'bible', 'christianity', 'mythology', 'truth ']"
truth,I have a theory that the truth is never told during the nine-to-five hours.,"['journalist', 'truth ']"
"love,truth",I am certain of nothing but the holiness of the Heart's affections and the truth of the Imagination.,"['imagination', 'love', 'truth ']"
truth,"I am not bound to win, but I am bound to be true. I am not bound to succeed, but I am bound to live up to what light I have.","['honesty', 'honor', 'integrity', 'moral-courage', 'obligation', 'truth ']"
"truth,writing","The only way you can write the truth is to assume that what you set down will never be read. Not by any other person, and not even by yourself at some later date. Otherwise you begin excusing yourself. You must see the writing as emerging like a long scroll of ink from the index finger of your right hand; you must see your left hand erasing it.","['truth', 'writing ']"
truth,Boredom: the desire for desires.,['truth ']
truth,"Being in a minority, even in a minority of one, did not make you mad. There was truth and there was untruth, and if you clung to the truth even against the whole world, you were not mad.",['truth ']
"life,truth",Our truest life is when we are in dreams awake.,"['dreams', 'truth ']"
"love,life,humor,wisdom,truth,relationship,funny","A fit, healthy body—that is the best fashion statement","['beauty', 'body', 'body-image', 'culture', 'dance', 'dancer', 'desire', 'fashion', 'fitness', 'food', 'food-for-thought', 'friendship', 'funny', 'girl', 'health', 'healthy', 'hip-hop', 'honesty', 'humor', 'humour', 'imagination', 'individuality', 'life', 'love', 'lust-for-life', 'music', 'novel', 'passion', 'reality', 'relationships', 'self', 'sex', 'truth', 'wisdom', 'young', 'young-adult', 'young-adult-fiction', 'young-adult-literature', 'young-adult-novels', 'young-adults', 'youth ']"
"life,inspiration,humor,truth,funny",What does it mean to be the best? It means you have to be better than the number two guy. But what gratification is there in that? He's a loser—that’s why he's number two.,"['absurd', 'best', 'bizarre', 'competing', 'competition', 'competitor', 'funny', 'funny-quote', 'funny-quotes', 'gratification', 'gratifying', 'humor', 'improvement', 'inspirational', 'life', 'lose', 'loser', 'losing', 'satisfying', 'silly', 'truism', 'truth', 'win', 'winner', 'winning ']"
"truth,death",Nothing is ever certain.,"['absolutes', 'cruel', 'death', 'lies', 'phrases', 'sad', 'truth ']"
"inspiration,truth","Oh, what a tangled web we weave...when first we practice to deceive.","['deception', 'honesty', 'inspirational', 'lies', 'truth ']"
truth,"With a secret like that, at some point the secret itself becomes irrelevant. The fact that you kept it does not.","['secrets', 'truth ']"
truth,There is no doubt fiction makes a better job of the truth.,"['fiction', 'on-fiction', 'storytelling', 'truth', 'truth-telling ']"
truth,"Never hide things from hardcore thinkers. They get more aggravated, more provoked by confusion than the most painful truths.","['aggravation', 'concealment', 'confusion', 'contemplation', 'dishonesty', 'hardcore', 'honesty', 'lie', 'lying', 'never', 'pain', 'provoke', 'secrecy', 'secrets', 'thinkers', 'thought', 'torture', 'truth ']"
"love,humor,wisdom,truth,relationship,romance,funny","I felt like an animal, and animals don’t know sin, do they?","['body', 'cool', 'desire', 'erotic', 'erotica', 'funny', 'girl', 'honesty', 'humor', 'humour', 'incest', 'love', 'lust', 'passion', 'relationships', 'romance', 'sex', 'sexuality', 'sister', 'taboo', 'truth', 'wisdom ']"
"philosophy,truth","Man is always prey to his truths. Once he has admitted them, he cannot free himself from them.","['philosophy', 'truth ']"
"life,inspiration,truth,success",You’re not obligated to win. You’re obligated to keep trying. To the best you can do everyday.,"['failure', 'inspirational', 'life', 'success', 'truth', 'winning ']"
"love,inspiration,truth,hope",You may choose to look the other way but you can never say again that you did not know.,"['abolition', 'accomplish', 'christian', 'great-britain', 'heard', 'hope', 'inspirational', 'love', 'peace', 'slavery', 'truth', 'try ']"
"humor,truth,funny","She says he says, but she could be lying to me, and he could be lying to her, so I can’t believe her, even if I could believe her.","['belief', 'believe', 'bizarre', 'funny', 'honest', 'honesty', 'humor', 'liar', 'lie', 'lies', 'lying', 'odd', 'sceptic-skepticism', 'strange', 'true', 'trust', 'truth ']"
"humor,truth",I quote others only in order the better to express myself.,"['expression', 'humor', 'irony', 'quote', 'truth ']"
truth,Nothing is real.,"['beatles', 'reality', 'truth ']"
truth,"But you can't make people listen. They have to come round in their own time, wondering what happened and why the world blew up around them. It can't last.","['lies', 'lying', 'truth', 'willful-ignorance ']"
truth,Seeking what is true is not seeking what is desirable.,"['absurd', 'existentialism', 'honesty', 'seeking', 'truth ']"
"life,love,humor,wisdom,truth,relationship,romance,funny,books","V-Day…if you need this one day in a year to show everyone else you truly care for “your loved one” I think it’s quite stupid. I hate this commercialism. It’s all artificial, and has nothing to do with real love.","['body', 'books', 'cool', 'culture', 'desire', 'emotion', 'friendship', 'funny', 'girl', 'honesty', 'humor', 'humour', 'imagination', 'individuality', 'life', 'love', 'music', 'novel', 'passion', 'reality', 'relationships', 'romance', 'self', 'sex', 'technology', 'truth', 'wisdom', 'young', 'youth ']"
truth,How hurtful it can be to deny one's true self and live a life of lies just to appease others.,"['life-lessons', 'psychology', 'spirituality', 'truth ']"
truth,The truth is not for all men but only for those who seek it.,['truth ']
truth,"Knowing can be a curse on a person's life. I'd traded in a pack of lies for a pack of truth, and I didn't know which one was heavier. Which one took the most strength to carry around? It was a ridiculous question, though, because once you know the truth, you can't ever go back and pick up your suitcase of lies. Heavier or not, the truth is yours now.","['lies', 'truth ']"
truth,Muhammad has always been standing higher than the Christianity. He does not consider god as a human being and never makes himself equal to God. Muslims worship nothing except God and Muhammad is his Messenger. There is no any mystery and secret in it.,"['islam', 'muhammad', 'truth ']"
"life,inspiration,truth","I’ve come to the conclusion that people who wear headphones while they walk, are much happier, more confident, and more beautiful individuals than someone making the solitary drudge to work without acknowledging their own interests and power.","['confidence', 'inspirational', 'life', 'music', 'power', 'spiritual', 'truth', 'work ']"
truth,What's done cannot be undone.,"['facing-facts', 'faits-accomplis', 'truth ']"
"life,love,truth,wisdom","Transformation is my favorite game and in my experience, anger and frustration are the result of you not being authentic somewhere in your life or with someone in your life. Being fake about anything creates a block inside of you. Life can’t work for you if you don’t show up as you.","['anger', 'frustration', 'healing', 'life', 'love', 'truth', 'wisdom ']"
truth,"History, Stephen said, is a nightmare from which I am trying to awake.","['history', 'truth ']"
truth,A thing may happen and be a total lie; another thing may not happen and be truer than the truth.,"['lies', 'truth', 'war ']"
"truth,god,religion",What comes into our minds when we think about God is the most important thing about us.,"['god', 'importance', 'important', 'minds', 'religion', 'the-truth', 'truth ']"
truth,"The most fundamental aggression to ourselves, the most fundamental harm we can do to ourselves, is to remain ignorant by not having the courage and the respect to look at ourselves honestly and gently.","['courage', 'mindfulness', 'pain', 'self-assessment', 'self-awareness', 'truth ']"
truth,"If someone is able to show me that what I think or do is not right, I will happily change, for I seek the truth, by which no one was ever truly harmed. It is the person who continues in his self-deception and ignorance who is harmed.","['open-mindedness', 'prejudice', 'truth ']"
truth,Does truth have a moral?,"['moral', 'truth ']"
"truth,wisdom","Prediction is very difficult, especially about the future.","['absurd', 'humour', 'truth', 'wisdom ']"
truth,"Sometimes people think they know you. They know a few facts about you, and they piece you together in a way that makes sense to them. And if you don't know yourself very well, you might even believe that they are right. But the truth is, that isn't you. That isn't you at all.",['truth ']
"truth,wisdom","I think it's impossible to really understand somebody, what they want, what they believe, and not love them the way they love themselves.","['people', 'truth', 'wisdom ']"
truth,"There is beauty in truth, even if it's painful. Those who lie, twist life so that it looks tasty to the lazy, brilliant to the ignorant, and powerful to the weak. But lies only strengthen our defects. They don't teach anything, help anything, fix anything or cure anything. Nor do they develop one's character, one's mind, one's heart or one's soul.","['liars', 'lies', 'lying', 'truth ']"
truth,Anyone who is capable of getting themselves made President should on no account be allowed to do the job.,"['politics', 'presidency', 'truth', 'wishful-thinking ']"
"truth,science",The opposite of a correct statement is a false statement. But the opposite of a profound truth may well be another profound truth.,"['paradoxes', 'science', 'truth ']"
truth,"On some positions, cowardice asks the question, is it expedient? And then expedience comes along and asks the question, is it politic? Vanity asks the question, is it popular? Conscience asks the question, is it right?There comes a time when one must take the position that is neither safe nor politic nor popular, but he must do it because conscience tells him it is right.",['truth ']
truth,"There is no greatness where there is not simplicity, goodness, and truth.","['goodness', 'simplicity', 'truth ']"
truth,The best lies were always mixed with truth.,"['lie', 'truth ']"
"life,truth,wisdom,death","Madame, all stories, if continued far enough, end in death, and he is no true-story teller who would keep that from you.","['death', 'honesty', 'life', 'truth', 'wisdom ']"
"love,truth","Sometimes people don’t understandthe promises they’re making when they make them,” I said.Isaac shot me a look. “Right, of course.But you keep the promise anyway. That’swhat love is. Love is keeping the promise anyway. Don’t you believe in true love?","['keep', 'love', 'promises', 'the-fault-in-our-stars', 'truth ']"
truth,We don't get to chose what is true. We only get to choose what we do about it.,"['choices', 'truth ']"
truth,"Real life's nasty. It's cruel. It doesn't care about heroes and happy endings and the way things should be. In real life, bad things happen. People die. Fights are lost. Evil often wins.",['truth ']
"love,truth,relationship",The most important thing in communication is hearing what isn't being said. The art of reading between the lines is a life long quest of the wise.,"['benefit-of-the-doubt', 'betrayal', 'blaming', 'boyfriends', 'breakups', 'communication', 'conflict', 'cruelty', 'fights', 'forgiving', 'games', 'girlfriends', 'hearing', 'hypocrisy', 'insecure', 'insecurity', 'jealous-women', 'judging', 'knowing', 'lack-of-communication', 'lies', 'listening', 'love', 'love-one-another', 'marriage', 'misunderstanding', 'need-to-be-right', 'not-knowing', 'perception', 'perspective', 'relationships', 'revenge', 'self-rightesous', 'sisters', 'truth', 'understanding', 'vengeance ']"
"life,love,inspiration,truth",It’s strange how dreams get under your skin and give your heart a test for what’s real and what’s imaginary.,"['dreams', 'imagination', 'inspirational', 'jason-mraz', 'life', 'love', 'test', 'truth ']"
"truth,science","I do not know what I may appear to the world, but to myself I seem to have been only like a boy playing on the sea-shore, and diverting myself in now and then finding a smoother pebble or a prettier shell than ordinary, whilst the great ocean of truth lay all undiscovered before me.","['science', 'truth ']"
truth,You shall know the truth and the truth shall make you odd.,['truth ']
truth,"The forceps of our minds are clumsy forceps, and crush the truth a little in taking hold of it.",['truth ']
truth,I guess sometimes you have to lie to find the truth.,"['extras', 'lies', 'truth ']"
truth,When you cut pieces out of the truth to avoid looking like a fool you end up looking like a moron instead.,['truth ']
truth,"Truth is like the sun. You can shut it out for a time, but it ain't going away.","['sun', 'truth ']"
